product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
aeaba104830f91586dae1bff90f54a8a,esporte_lazer,49.0,169.0,1.0,1250.0,41.0,24.0,11.0
b75a056d7d03227c3a3b60e9ccf518c9,automotivo,60.0,1259.0,2.0,450.0,20.0,9.0,14.0
8e7a3ee016b12c87b5e3e7e717620758,industria_comercio_e_negocios,56.0,2083.0,4.0,850.0,40.0,30.0,30.0
541ff1bb76a9502be425895dc6726d1b,fashion_bolsas_e_acessorios,53.0,384.0,1.0,50.0,16.0,3.0,12.0
e0cf79767c5b016251fe139915c59a26,beleza_saude,55.0,388.0,1.0,250.0,16.0,5.0,15.0
096b00d9037146606b19d614cd67ab65,beleza_saude,56.0,406.0,4.0,100.0,16.0,5.0,11.0
a8075470f960215ffb67624782f80fec,ferramentas_jardim,60.0,361.0,4.0,2900.0,67.0,3.0,31.0
9c5cec867c62c0ec4674b002eb1c3e0c,eletrodomesticos,33.0,94.0,1.0,15875.0,54.0,46.0,32.0
2f07e976774b91520e17dd3b2dba73c3,climatizacao,60.0,1428.0,2.0,6750.0,59.0,17.0,37.0
e84bf31698e5842d605c5aa9cfc8b02a,utilidades_domesticas,33.0,211.0,1.0,1150.0,25.0,25.0,16.0
2196663031bcde078cede855ac0b5739,esporte_lazer,43.0,1646.0,6.0,491.0,19.0,12.0,16.0
d339b523c298009f15d242a3a99392c7,ferramentas_jardim,51.0,2559.0,3.0,850.0,24.0,9.0,26.0
4b5df063d69ffafb87c279672ecb4191,bebes,54.0,343.0,2.0,3550.0,37.0,22.0,40.0
ba01cebc5a3c2494d0a97d4713ec8938,beleza_saude,35.0,558.0,1.0,1250.0,30.0,10.0,17.0
0a4093a4af429dc0a9334300e5c13ae5,beleza_saude,56.0,389.0,1.0,300.0,16.0,5.0,15.0
3db75f31b76375c502f64d550dcd1166,informatica_acessorios,34.0,1078.0,2.0,200.0,41.0,2.0,29.0
08574b074924071f4e201e151b152b4e,ferramentas_jardim,36.0,450.0,1.0,9000.0,42.0,12.0,39.0
781afe929e3016a667f5f439afd55fce,esporte_lazer,42.0,590.0,1.0,400.0,18.0,18.0,18.0
e0d64dcfaa3b6db5c54ca298ae101d05,relogios_presentes,35.0,514.0,2.0,4338.0,17.0,12.0,14.0
f2610c932aaabc3eb24c3512b498a838,ferramentas_jardim,41.0,1099.0,1.0,1200.0,16.0,6.0,11.0
176b54e1ca47c0ec2bc2e298a76adf9a,beleza_saude,56.0,1000.0,2.0,200.0,20.0,5.0,15.0
f4f67ccaece962d013a4e1d7dc3a61f7,automotivo,52.0,603.0,1.0,7625.0,61.0,14.0,61.0
316f27506e0f2a39700f801e859576eb,esporte_lazer,41.0,229.0,2.0,700.0,60.0,15.0,15.0
02475368dfb38934fe55f574024fe1d7,relogios_presentes,55.0,569.0,5.0,250.0,16.0,2.0,11.0
1d3ecbda18167c766a3381fd16108e4a,esporte_lazer,42.0,636.0,1.0,1700.0,41.0,10.0,35.0
06edb72f1e0c64b14c5b79353f7abea3,cama_mesa_banho,39.0,161.0,2.0,350.0,25.0,8.0,19.0
495f9290868e1bde785d3c372608ad54,utilidades_domesticas,45.0,1455.0,3.0,5250.0,62.0,5.0,32.0
dbdbf17a51049bf883b4d622a357b75b,automotivo,58.0,97.0,1.0,250.0,20.0,8.0,18.0
dcd7a14115098925c83dd54daab99cbd,papelaria,43.0,131.0,2.0,200.0,22.0,9.0,15.0
7686fe49c98ae1c537b5cc51992f5d20,bebes,38.0,798.0,1.0,600.0,22.0,18.0,19.0
bcf64c2356ded745b81b4348a8a763e1,pet_shop,48.0,1561.0,1.0,1000.0,19.0,15.0,18.0
da98cf62c7fe9452761e782902ad71a2,eletrodomesticos,58.0,173.0,1.0,100.0,27.0,13.0,17.0
3cf8d7db7dbaeb28f077151adfc59340,automotivo,54.0,905.0,1.0,717.0,24.0,14.0,21.0
b09790edda54333116f9cf1decc580a1,cama_mesa_banho,50.0,148.0,1.0,400.0,40.0,4.0,30.0
cb0c2c97fb2fca149a11c2f14027895d,telefonia,56.0,734.0,3.0,350.0,17.0,4.0,12.0
083d6108def7421be9778dd0ecd11fa6,instrumentos_musicais,58.0,952.0,1.0,2000.0,35.0,10.0,82.0
aca2eb7d00ea1a7b8ebd4e68314663af,moveis_decoracao,44.0,903.0,6.0,2600.0,50.0,10.0,30.0
b520b78a494cbd6e36d7a1c64cdffe0b,utilidades_domesticas,31.0,1383.0,1.0,2467.0,38.0,15.0,24.0
e282624d8c82e04983f125e167eb4521,telefonia,45.0,343.0,2.0,117.0,18.0,4.0,11.0
9c8d68903b5106018c797e0e862ae55d,eletronicos,34.0,453.0,1.0,200.0,25.0,7.0,25.0
48640118918b5bd6454e3fee20ad637b,esporte_lazer,48.0,483.0,2.0,2800.0,104.0,5.0,80.0
51945302d0858fe2efed398e1fa2df04,bebes,57.0,121.0,1.0,1650.0,39.0,16.0,40.0
165f86fe8b799a708a20ee4ba125c289,cool_stuff,40.0,1456.0,1.0,2425.0,29.0,30.0,19.0
422879e10f46682990de24d770e7f83d,ferramentas_jardim,56.0,348.0,2.0,1550.0,30.0,22.0,30.0
4aaa2ddc43f64a2db232b71fc4639064,eletronicos,28.0,131.0,3.0,6050.0,16.0,61.0,41.0
dd4bb630f241ce3910d9595b395efeb5,pet_shop,23.0,1151.0,1.0,160.0,16.0,11.0,11.0
371fa349d92646bbeea5873df0bcdc5a,utilidades_domesticas,49.0,342.0,1.0,490.0,20.0,18.0,16.0
c708ba7c6269161f89ce0683cdd7c432,relogios_presentes,60.0,379.0,3.0,300.0,16.0,2.0,20.0
a05f4c1d544848f9ee86f767c9cc0d4f,informatica_acessorios,35.0,875.0,5.0,366.0,20.0,6.0,15.0
d4fe034cde911805af12724d73fde7e0,cama_mesa_banho,53.0,867.0,1.0,1100.0,20.0,16.0,20.0
d04e48982547095af81c231c3d581cb6,relogios_presentes,56.0,528.0,2.0,292.0,18.0,10.0,15.0
095cb863f2b04911455ad33f5177062e,livros_interesse_geral,48.0,1140.0,1.0,1000.0,16.0,24.0,16.0
c5e31bcea566d7f28ebc011e9fee182f,cama_mesa_banho,50.0,704.0,2.0,800.0,16.0,10.0,16.0
ae6b739ab6e9d7991fb2ddd70f9c0b6b,utilidades_domesticas,56.0,595.0,1.0,1200.0,30.0,30.0,30.0
eab67bf937aaadc19f83383a331d2dd9,moveis_escritorio,53.0,1199.0,1.0,10975.0,53.0,51.0,18.0
afbe1e973aefbf72a330e3bc72d4b476,cama_mesa_banho,56.0,501.0,3.0,1450.0,45.0,15.0,35.0
d04857e7b4b708ee8b8b9921163edba3,informatica_acessorios,33.0,1127.0,2.0,450.0,16.0,4.0,20.0
aa5d6a9bd4be367ae1a3a29c323c7c11,esporte_lazer,60.0,3767.0,1.0,120.0,30.0,15.0,15.0
98712b7f46e0fe4f4da2f7df1b9231a7,eletroportateis,41.0,450.0,1.0,350.0,16.0,16.0,28.0
ff9fa77f938462abd16b53c0d934099f,esporte_lazer,57.0,3469.0,1.0,300.0,21.0,19.0,19.0
a4c1d75f5db22319df894cf3f4609b81,pet_shop,53.0,1121.0,5.0,450.0,40.0,20.0,30.0
9ddc4249779322828f89d2a9c04f7ee1,automotivo,54.0,699.0,1.0,1277.0,30.0,25.0,27.0
cd2c0529e45020c77a7c05b4ef2408fd,cama_mesa_banho,55.0,377.0,1.0,1000.0,32.0,17.0,52.0
73fdc89a7474d12e91ebb4a38341fd84,automotivo,54.0,2069.0,1.0,4850.0,40.0,25.0,30.0
462ca84097e3116f8dc7642fb057b4b2,informatica_acessorios,32.0,1078.0,2.0,200.0,39.0,2.0,30.0
3c5b70965b3d63c66a18dd46881a58c9,utilidades_domesticas,47.0,456.0,6.0,700.0,19.0,16.0,16.0
054515fd15bc1a2029f10de97ffa9120,esporte_lazer,50.0,799.0,1.0,150.0,18.0,18.0,18.0
940d38f0ef286bd93612fcdc91dd38ed,utilidades_domesticas,58.0,837.0,1.0,4300.0,30.0,30.0,30.0
03d10117bf5dbd1e4f194566be73de5a,cama_mesa_banho,53.0,255.0,1.0,2350.0,45.0,15.0,35.0
0f3f3612d3a594da318f0f7b175a9c14,relogios_presentes,55.0,1057.0,1.0,350.0,28.0,10.0,18.0
0af4dce351fbee7db329f93260f68142,utilidades_domesticas,29.0,201.0,2.0,20000.0,52.0,52.0,35.0
ba9943916136c9959e24f71bdae28faa,informatica_acessorios,46.0,669.0,3.0,200.0,35.0,2.0,25.0
c92a8559445ec8f63ecf90c7dd910b7d,,,,,1050.0,30.0,15.0,21.0
b60f6bba923daf524e87691951512e1a,papelaria,47.0,530.0,8.0,600.0,30.0,40.0,11.0
d35825dd1741eee134506022d73f4e71,perfumaria,54.0,431.0,1.0,313.0,17.0,7.0,13.0
ee0324bc19887939d7d0fcfca68ee955,moveis_decoracao,35.0,306.0,1.0,2700.0,37.0,30.0,20.0
deff29051b7f3eb939ef8bf8ca0e85a2,beleza_saude,50.0,493.0,1.0,300.0,16.0,3.0,11.0
d9545b3e8df3155bca5b302d0f7c3c1c,informatica_acessorios,58.0,1672.0,2.0,4350.0,30.0,20.0,20.0
952670bc019a73f0933157ec82ff6e4f,cama_mesa_banho,46.0,162.0,5.0,3300.0,60.0,18.0,50.0
317a06884480d645d7f0bc82455ec277,informatica_acessorios,59.0,1926.0,5.0,650.0,25.0,11.0,15.0
ed2067a9c1f79553088a3c67b99a9f97,alimentos,52.0,919.0,1.0,750.0,16.0,12.0,15.0
9e4a852f41aff52bafff133d9deb5eee,papelaria,55.0,382.0,5.0,5700.0,38.0,30.0,28.0
7efd7d1a1a985eae9fecdb134fd657d3,cama_mesa_banho,55.0,2373.0,6.0,2750.0,30.0,20.0,26.0
56b81eaffe3c2e7e54f3bdf2a935164f,moveis_decoracao,56.0,296.0,3.0,1400.0,100.0,7.0,15.0
cadb69af336c16aba5c5223599821245,eletronicos,41.0,386.0,1.0,200.0,25.0,7.0,16.0
380b4664ba5bb18cc9db78ee6bac3558,relogios_presentes,44.0,322.0,4.0,250.0,16.0,2.0,11.0
2b0c892ab2b8e600a0b186db31f5947d,esporte_lazer,49.0,903.0,5.0,4325.0,40.0,25.0,33.0
115e606ac8059e4cfa1c6c3310fb365c,informatica_acessorios,57.0,1525.0,4.0,285.0,17.0,10.0,13.0
315274d6751133f612a67ccfa00c0522,instrumentos_musicais,30.0,599.0,2.0,350.0,17.0,7.0,11.0
7041ae473941c8270e3a0f3cf73a379f,cama_mesa_banho,62.0,665.0,1.0,2400.0,42.0,11.0,36.0
6cdd53843498f92890544667809f1595,beleza_saude,51.0,625.0,1.0,900.0,25.0,12.0,38.0
64f905cf518f84bfe0fbcc33bf6f0e9a,esporte_lazer,26.0,303.0,1.0,983.0,28.0,15.0,29.0
ff9a23dcd6b233811bd2a7be174a8e4c,beleza_saude,53.0,841.0,1.0,150.0,20.0,10.0,20.0
db858d1d14f31fbf7f38036ac7a3fcf4,telefonia,51.0,1157.0,2.0,575.0,20.0,20.0,20.0
9fc0c73ce4d0eaaead44e81eeefebeb0,esporte_lazer,57.0,1949.0,1.0,350.0,21.0,26.0,21.0
ee0c1cf2fbeae95205b4aa506f1469f0,perfumaria,44.0,334.0,1.0,200.0,16.0,16.0,13.0
03e4e6709b7d6415746769c0bc3e9131,brinquedos,42.0,762.0,2.0,3890.0,36.0,28.0,36.0
b5a3bb1341d217322573b76c03d7b81e,cool_stuff,45.0,2066.0,1.0,1650.0,33.0,44.0,19.0
dc404a1496a08f9f5540c8b5d4b92925,brinquedos,46.0,753.0,2.0,1582.0,31.0,31.0,35.0
0dce093fc7ec4dec214256df878e3c08,relogios_presentes,57.0,1049.0,3.0,200.0,16.0,6.0,11.0
9048cbd294fe0c1a3ec8c8248bc2cadd,instrumentos_musicais,63.0,927.0,9.0,7500.0,55.0,18.0,45.0
7e0dc102074f8285580c9777f79c90cf,ferramentas_jardim,60.0,1251.0,2.0,800.0,30.0,10.0,30.0
66fb81c8c95a92236d7858a4303dc0a4,instrumentos_musicais,53.0,638.0,3.0,250.0,16.0,6.0,11.0
15b0e8706bf37a95f2bb3665c4cc4c6c,fashion_underwear_e_moda_praia,55.0,487.0,3.0,250.0,17.0,9.0,27.0
1937b3e587fc766c8d1cef0c11c6aa53,esporte_lazer,44.0,1675.0,1.0,300.0,18.0,11.0,16.0
214182ef6dd2635420e172166e7ee047,utilidades_domesticas,43.0,965.0,1.0,650.0,16.0,17.0,11.0
c319f453652bff80bc8f9f71d87e56c1,bebes,46.0,715.0,6.0,260.0,24.0,19.0,20.0
3aa87ff048f23ae9ac589dd73c21d98c,,,,,950.0,30.0,30.0,20.0
a92930c327948861c015c919a0bcb4a8,relogios_presentes,59.0,319.0,4.0,250.0,16.0,2.0,20.0
28fb90993dc41cc9bd28407d44c581ca,esporte_lazer,21.0,604.0,1.0,8100.0,31.0,9.0,11.0
d51f9e208b88e49c98f6a55649d5df35,utilidades_domesticas,55.0,94.0,2.0,1200.0,21.0,21.0,21.0
28fd1639ff52d870a3d2c38090d2d902,climatizacao,48.0,787.0,1.0,3573.0,50.0,58.0,32.0
7fda46e6f8996ebe3acf684cca0124c2,cama_mesa_banho,49.0,513.0,1.0,4825.0,51.0,16.0,36.0
2adbf3f442344a158c04cb59b8db107a,fashion_bolsas_e_acessorios,29.0,623.0,4.0,1300.0,42.0,42.0,14.0
8ae2a62356fe10b4261e16268508ddb5,malas_acessorios,47.0,397.0,1.0,4100.0,30.0,35.0,40.0
e53e557d5a159f5aa2c5e995dfdf244b,informatica_acessorios,33.0,256.0,1.0,180.0,17.0,10.0,13.0
581de99ffa609d5f7b841f0d81df3f2f,bebes,49.0,509.0,1.0,13800.0,60.0,32.0,42.0
3552627a68384dc559f0fd4cce173269,fashion_bolsas_e_acessorios,31.0,203.0,4.0,150.0,18.0,9.0,11.0
31af99e01af722adb2067b365a311998,beleza_saude,58.0,698.0,6.0,425.0,24.0,16.0,14.0
15557c53492889a2b63e65df34a738ab,relogios_presentes,28.0,188.0,1.0,200.0,16.0,2.0,11.0
fb10a064e6f5151ebfffc589e166c917,audio,44.0,236.0,1.0,1742.0,17.0,11.0,17.0
56d45b2c27871322801134f57d1b9dfb,cama_mesa_banho,56.0,198.0,1.0,1800.0,35.0,20.0,30.0
e29639a91419ddf0c1d6c80fb3bae01f,perfumaria,55.0,273.0,1.0,650.0,17.0,17.0,12.0
7ce94ab189134e2d3c05f496d635419c,eletronicos,39.0,400.0,1.0,200.0,25.0,7.0,16.0
27287c7af954c885df547dcf11fa77a6,beleza_saude,38.0,1218.0,1.0,275.0,32.0,4.0,22.0
a91c1a94d83d36316c44e00e738607b1,automotivo,57.0,2063.0,1.0,1500.0,30.0,25.0,30.0
a0cb23ea9b98f51407ac7bd1fcd29c2e,telefonia,31.0,1440.0,1.0,100.0,18.0,6.0,11.0
17e7d9a179f3f2d61223252038276d35,papelaria,57.0,309.0,1.0,600.0,16.0,44.0,29.0
67d9cf5b0dc7a0b9fb091efc68b14140,eletrodomesticos_2,51.0,502.0,2.0,17000.0,42.0,90.0,22.0
192fdd97f716a6c79db0fdb15fadd854,papelaria,55.0,455.0,5.0,500.0,21.0,7.0,15.0
c1dfd7dc17df380ed269d0fc905f6e22,utilidades_domesticas,53.0,413.0,2.0,600.0,16.0,16.0,16.0
87d780fa7d2cf3710aa02dc4ca8db985,cama_mesa_banho,57.0,189.0,1.0,1350.0,46.0,2.0,36.0
b6d96e7683a87fc151ea589ce97a330d,beleza_saude,18.0,180.0,4.0,150.0,21.0,4.0,16.0
4178e16324fd0c9a8e18463caf390cc6,cool_stuff,51.0,582.0,1.0,11600.0,65.0,19.0,47.0
c18ac1d6cc053c0ec7296b994ae6ffeb,relogios_presentes,54.0,237.0,1.0,550.0,16.0,2.0,11.0
72a30483855e2eafc67aee5dc2560482,esporte_lazer,43.0,869.0,1.0,967.0,21.0,24.0,19.0
dab2413ead0edda9967edbc9bda2a64e,telefonia,57.0,680.0,2.0,250.0,17.0,7.0,13.0
2b6726ab177dc4ec000e5fcfc6926cf2,esporte_lazer,43.0,1032.0,3.0,1100.0,16.0,12.0,12.0
30cd699c7958f8352c9f479572eb66ad,informatica_acessorios,55.0,1183.0,1.0,100.0,16.0,16.0,11.0
af79ac70de9a79b9c1c85ee0880c7206,esporte_lazer,58.0,383.0,4.0,950.0,22.0,5.0,14.0
bd6e6fce9ada76ea2db0f1912e8e478f,cama_mesa_banho,49.0,381.0,1.0,850.0,25.0,18.0,40.0
c784aabc6d8366b8fd85eaf9631cf96f,utilidades_domesticas,59.0,920.0,4.0,200.0,22.0,7.0,15.0
3e4176d545618ed02f382a3057de32b4,malas_acessorios,35.0,468.0,1.0,1200.0,40.0,22.0,30.0
fcf6ad274391aea29f5d6e5ef9da5050,pet_shop,51.0,1592.0,2.0,513.0,19.0,15.0,18.0
e41a6ac2f57a273eb0d214c7cbab5db9,moveis_escritorio,56.0,1085.0,1.0,8975.0,35.0,52.0,36.0
99563e23b641c8a43e04e528c10002e9,beleza_saude,60.0,919.0,1.0,150.0,22.0,3.0,15.0
753a7c03962394fbdf40fbe595048b89,cama_mesa_banho,59.0,278.0,1.0,450.0,16.0,20.0,15.0
349ce46a0e2e20054aa9d80c48af8816,construcao_ferramentas_iluminacao,41.0,971.0,1.0,1300.0,16.0,19.0,16.0
c19d5ba108c34b8255cf9a524da92bc4,informatica_acessorios,40.0,413.0,5.0,150.0,16.0,16.0,20.0
b59b5899ecf4bcc294a72fdd48adaa94,telefonia,55.0,419.0,3.0,225.0,17.0,6.0,13.0
774ea72f37a7fbf1fb32b973a18f2348,construcao_ferramentas_jardim,47.0,886.0,5.0,5050.0,40.0,16.0,50.0
cad2db5e318d7283a234c517b2f28a42,cama_mesa_banho,60.0,259.0,1.0,1600.0,30.0,5.0,30.0
89b121bee266dcd25688a1ba72eefb61,informatica_acessorios,54.0,1169.0,1.0,150.0,16.0,16.0,16.0
bf35317e81a1e1477a2256328bce9e9f,perfumaria,53.0,1580.0,2.0,300.0,16.0,10.0,20.0
4a25d757ff72fad7534f478c90be77e6,telefonia,59.0,751.0,6.0,275.0,18.0,4.0,12.0
246bb3747799aedac65feef38ac9e734,consoles_games,54.0,1336.0,2.0,600.0,18.0,12.0,18.0
b4fc7e84dcaf2fcf3edb234e30362929,esporte_lazer,55.0,3876.0,1.0,1300.0,22.0,27.0,22.0
a0adc3041e9917104f3fea4ba995adcb,informatica_acessorios,47.0,3650.0,3.0,5825.0,48.0,37.0,25.0
b24af8bca8813bcde4140ff8562f5e47,telefonia,59.0,314.0,6.0,250.0,17.0,4.0,12.0
e940125d0a3c309f58f41cd21e39af06,eletronicos,55.0,287.0,3.0,10550.0,30.0,105.0,20.0
a009a84a95de59e574851aef710ee0f3,eletrodomesticos,60.0,953.0,3.0,100.0,30.0,10.0,15.0
ba230fc7bcaa2f503c46d73098caeb66,eletrodomesticos_2,58.0,722.0,1.0,18250.0,45.0,95.0,25.0
