customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
933bf00ad9a4f8bfd36bd85e09bd6cba,4ccacf05f1c687822fc379cec1a70493,04401,sao paulo,SP
1a13719d21dafc59a8a17846e0172f0f,21847820266c73e9c86cbb702e2ee3f2,13630,pirassununga,SP
216b824e1aa1817c80b40f8f2f8b246c,62bdd32424b656b8a1eafe5786bcdc32,89560,videira,SC
9434d806ad79343f0380e4c9d87453bb,5697fda4932c74e997cd7ed468d3abe0,21381,rio de janeiro,RJ
66538c9da66571088de88815faa7ee9a,8c9f376c4c714c1afd0255c7cd38b492,30295,belo horizonte,MG
72430ca7638959110ed1dcc035402546,d1253237cc6eb7a60bcb018343642b0d,17300,dois corregos,SP
f160aaf480efdfa7268f0fa535f73e76,2d1bf256227e4d22d10ea6c0b81809d7,96900,sobradinho,RS
f68bb3a77af642b3618a3a67fa542e47,23d400ad6551160747b6372767a586bc,31578,belo horizonte,MG
499311489d89baa6ed8f9f9f1f3758b8,601725677c1484660662470921a9f01d,03605,sao paulo,SP
a11dde3e6e22e6541818f5e81563bfc7,5c88de047e539f2ed9a643b3c7522f14,17250,bariri,SP
d6708bbbd2d419475869a84e41f620a1,12bf514b8d413d8cbe66a2665f4b724c,30840,belo horizonte,MG
a88f6b2e3e51c830e4850876c911fb8d,3867198d50d68da57284e0cfec9d1902,47850,luis eduardo magalhaes,BA
254a99b66d18dc590fb0b5e226382afb,9b97ef812444a46c3eb4d21ade18bd94,36010,juiz de fora,MG
250db83427885000b3aa996cf9dc3a72,4a6fae603f245a9312b737c601aaee78,24230,niteroi,RJ
498262061f04103f440f2e643da02027,e8001d7ab27230c1f2fb39aa63aea136,28300,itaperuna,RJ
226236428096449139ada8b6e6bf4136,f75bc8b1aa3841ba66a6cf79255d3486,89820,xanxere,SC
bc01d798f24a959b19dc8168975bf7ec,dd4f1f5038183f09bdaaeff43ebfdf59,04556,sao paulo,SP
3e2c76f875903f5937c2713907124051,41c42af2699fa844ade7aa352aba78d6,04195,sao paulo,SP
de67b8bed7fa293d54466d66bdaadc62,1af6a4167ec3bd3d41226dd8e0ec063e,09725,sao bernardo do campo,SP
f9ea98973ad5377b86d588b734afda06,454426cdbe8229d900b78aa314e386ba,80050,curitiba,PR
3b4d546d0e5f84a84c5cd3034c557b72,3deda78acb25da21d9e439aa39ec6ee4,37660,paraisopolis,MG
ab0703a77ae050888f246bbe42ae20d4,ce4630b1709558ea3d46969c4637a1c2,30710,belo horizonte,MG
8e4a0eaf18400c5715796fc724708d00,da56ade83334e416439ec0cbe4b666d6,41680,salvador,BA
56d9e13e6894b123c090a253757182a3,71b6cdf99467e93ff456a368eb86900b,55170,brejo da madre de deus,PE
c68f1a0b156eeb49b2b3168e4ab55681,2aeb1b7d567e9e232a56cd0b80ec94fa,95200,vacaria,RS
7e65f2e10589a7e3149badfe2d5ccb42,21c746e9ba5ae5956248b2db75515483,07192,guarulhos,SP
ffed5d4f6245fe13cd57054621eec36a,01ba3180d3c6e7a6e269c5a542985423,09371,maua,SP
983286740ff2d1fd74d499fd1a711de7,a2b6e488aad29c0bb3621a5a9c5a9d41,83010,sao jose dos pinhais,PR
53c9811a9eed9e84d267b8a929840882,4474178cac55e98fa8fb5aeb55c9a06d,78043,cuiaba,MT
b965b22eb0be25b8a06e11e390c4ffb8,51888dc2073cdc153ece50f699ab8ec7,06765,taboao da serra,SP
25b97380259fb4fa328c4ab94b33c81f,1a42398a1e0806c36cc9aafac8a34df5,14177,sertaozinho,SP
16292a565a0a28cb79837f9e0aee1ffa,aea7ab8a59e1b8edde8454fef6dbc12a,81450,curitiba,PR
1a87ac7d56c7f9d337a271a7c157184c,04effeb71dfa28a5096368addc3994be,05730,sao paulo,SP
a0a88da4a6858c8d7cc650bbd21949e8,d9a5ebf62ff59b5cef9e4e36b6a76f7e,97030,santa maria,RS
cf78fe7532c375731b3d6ce693a8600c,05888a33939ad06881d380349c0d0b1c,80230,curitiba,PR
0324eee00643cd63d11ec25cb930d53e,3d8b5f7499ecd5b1d995bb18d9ef69fe,21770,rio de janeiro,RJ
eb47fece1267f094ec35bc6efb35b9a6,e81fded4dcd87376e7d8ff1bc8e01cf8,13406,piracicaba,SP
70f455685561519d6a7770423cbb01ee,c81c9108cffad3027309e6f0ff327de4,06704,cotia,SP
be0e2abfe1e57a99b37f471ba7380aa6,fb3520ada3c1bbc8b1b978ab735370aa,65740,pocao de pedras,MA
9b079dd2ab921fbefaa935054ed0e183,d9d7323fcb35521dd088e0e0ad50e8c7,09691,sao bernardo do campo,SP
6285f604fa70a13975a094497da3bf6b,b38732950105417b181136c00f9fff9d,69908,rio branco,AC
c8b8fc6a174f7e78125428ff2e452cca,d5abc2b56863ca7eddbeef26361b015e,26310,queimados,RJ
caa3fad70b77994e203633b13ea16118,b617fded6582af145caf2e8276e21a66,19840,maracai,SP
daf60dffd5783e6927f3660ed83ecdd1,3a6de17201bd68a1fca5da3603f90eb6,09390,maua,SP
e630c8a8b546a3a6486ccdca9cc6eb0a,ebcabf25f7c1fe3f0b1dc696cb94f1e7,13411,piracicaba,SP
25fc5fcd13751095236ea257c9cfb62a,ff4050535c1351cd0b834ccf1c9d07f1,23066,rio de janeiro,RJ
606526aa253b452a350ce935064f6418,9ebc06ad695ee9ea7a4aa816fbd3f1e6,97015,santa maria,RS
3ba38209ae8f27771c90ec6b410f2043,91798cca876208ae649532488494682b,88915,maracana,SC
b14a788b10030beb7ea368ea345caf7e,7272e57415c0b45aacfcc713430ae98a,03685,sao paulo,SP
9024b6b926dff086c50dfd85762b9a45,a738c21ad87105ec4bcf95afff07f224,22783,rio de janeiro,RJ
cabb8af06c1bc856f52368fd7772e41f,38d1d975968b0fc361aac11b1b18ab34,38082,uberaba,MG
cb633030180d869d7bb76aa783a78b6d,bdd790f120738cf7ae6c93b292f4dad2,04726,sao paulo,SP
c3537eef72f2b883b3cbc75b1b9480b5,f6b24980bbfdc9bd9420a481a20f5f64,08190,sao paulo,SP
c38daf55356a31e900fd1f44eb1609d5,af6a2de82194f10015a08e0def0cf911,36570,vicosa,MG
bbeb2d228004bb46b49889f614f80c48,38a3c2eb6f3a9c08efff963c5a551a7c,17012,bauru,SP
ec980872eea3778facea3e17ec48107c,ed18ac3d4b68e1401845d3e48636a8e8,22440,rio de janeiro,RJ
07c457249ec4f7f19f0244025b671ccc,e5d380f1cd5c220fdab47e0245471013,17690,bastos,SP
829d3ea58fe45816348ab857d059a6ae,1a8e0392b6e9191dfc159e9688fa1a43,03141,sao paulo,SP
05ad208d1e3ae7d49fc33c89026327d2,94f48c018010de09d9c471e5d819ea05,02041,sao paulo,SP
57690c2fc610a75de4875a2b9f1826e6,eed928b8e9367862e039a6fc6b99b193,13478,americana,SP
508477b76a482e31673805fe43e12760,90b8655cad0249a3486a2fd8c8a3f4a6,11065,santos,SP
6d03d9c7d95db6de5b59aa4d7218ec07,1cda4924a950d149dc93db0ccf548933,03071,sao paulo,SP
0d14d28bc941474750feb2e030e54460,329932a796b9bc326d71e3b932182cdf,04849,sao paulo,SP
7c70a35d01718282e98dbe56e2765377,e3ae16d19be5cf256fb51663e6bdb073,04243,sao paulo,SP
4d916e585f3bb295dbc15dafaeaae8ed,9433a8f8dc53df230460bbde1f7cc734,22060,rio de janeiro,RJ
bbe208ab812ec207b4af5580b64e68cd,6d4f8f9b9520103722945bb5ddf878d2,88036,florianopolis,SC
dfb941d6f7b02f57a44c3b7c3fefb44b,8d50f5eadf50201ccdcedfb9e2ac8455,04045,sao paulo,SP
b970847909a71ab7da63fe4fa663987e,060bd06fe5f9303d3dc2c78a69afb684,15501,votuporanga,SP
1bb2273c4c26af24561221cfc4fbd7f1,647afdb8a120547075e55a9dfeba6bcf,08451,sao paulo,SP
5234fd7181ad48cc892aeffb5cca652e,c4aaf56cb82d8cafad1c2281fd3e3bd3,91550,porto alegre,RS
22a7b639ea009c1e430eb43244204bda,99897fc63e00fd2cdc6d2f3ab36af9a6,18685,lencois paulista,SP
b253ab4ce264a72304410c04d66e3908,eb558f96a4145d74586480071f6e7c88,35500,divinopolis,MG
e1ec5ddd749cd760a0c408a40ae5a4a3,3b253518af1e74199da663e4e5be0ba8,57017,maceio,AL
e9fbe7886163acf808479322d2b87ccb,2f749dd89d87f7152b35121a5693a684,45028,vitoria da conquista,BA
98a0dc59ecc82225fd647c39cbdf1494,9dfafc5d068fcc52a9ea9f28a88bc4fc,98300,palmeira das missoes,RS
07c7380ec99877459637515df52ee55a,3799155bba777b02074b6494271aa522,03669,sao paulo,SP
86d44d270b72592dbef78de27ec82d08,e90232e0cd21ee07204d10fd88bb0c97,04042,sao paulo,SP
7c6835555806136bacab36fd7fd8bb70,52b4d6e94fb6a5a216c9df0ac0b90758,79540,cassilandia,MS
acec81168c11c0d01d9d5955a3d507ab,acdc891424230535bd0833a2ac9e4c2f,13846,mogi-guacu,SP
fd5ddf911dca5e102a4856a2ace88a09,69de2f5d39283da764d28336701fa8e8,01013,sao paulo,SP
09aa1b31dfac63e1e90d5ddf79560f86,698ffce09a7b0d5674f46ed3a048bb23,24360,niteroi,RJ
77dc1be4c4766a308f7c7516b732a825,ea6f35445410a3f7e74c018be1642995,59151,parnamirim,RN
d6ea3ab260c02dc5a2d6270e7d49286d,ad7c13746d7ff7208d89765f407d40f4,66080,belem,PA
aa7aba441952b013edbf055028d6e7dd,021ab4ee1c733fef68ef3ddbb6c4ea7e,12954,atibaia,SP
aea320a768b6bf82d76979c16260e2a9,11f1da7f54ca7505e5d1b255774ac6d6,31130,belo horizonte,MG
9462d88d82a551270b7c345a53aac7f2,77ece4bc1200eebeef65ecb4fe0188ff,37410,tres coracoes,MG
18e2faab25e5ef1ffc283ef3775b9a87,0856d049bb504667a1a2c34d75af0061,32010,contagem,MG
8683c94ecfeed1552bd8b944bf81d66d,1d4da7e898d7b434bdc2a1628efdbd4d,26216,nova iguacu,RJ
ad66699beab381d0747605f108cc02b4,29b186723b197669f69b7d63c3e27c07,21044,rio de janeiro,RJ
94fc7152214303f351fb2a3a171d8386,a90d5eb21d1ee630c63f984b78210dc7,02859,sao paulo,SP
48fd5f9b1d184c27ecb32729042a3200,772d34fd17482b75a4e3e1f59db60f27,85819,cascavel,PR
9dfa54220517b2eceea1134d006e2fba,6e5ae65e6fe7ab42b23fd320e88ea33a,22470,rio de janeiro,RJ
ae8ed9c83d32613ae9f7e6c72443cdbb,0f04a72a4b5d5889a83916f2342c9123,09415,ribeirao pires,SP
072495211b56605859c385bdbd35103a,a7aa43bfb35e39fb77b26123d0effbbb,18055,sorocaba,SP
3ea720b336a4ee1c2a5fa2b77cec0d48,ee3f2b083f171af669ce297c27b14df3,15030,sao jose do rio preto,SP
6d257eb6ad859a44e9f7815a121cc9e7,0b6fd62cf64dcca5a883c0d159a90e9d,55814,carpina,PE
aeed83f14583aecd0c82d49c45a833a8,961e5601bd093eed69dd3e864ff4238d,54080,jaboatao dos guararapes,PE
846a4b8f5a1ef6bb498fdea341f425a3,e307b1e265fb8e6fbf392aaf8f4fc93b,05092,sao paulo,SP
d00682c2eaf70db1869809d2fbaf7aba,556ae943ba81f78f9d6db9e9b7ce38d2,30180,belo horizonte,MG
722dd6e14d2f43121531d24edae4e1e7,98f8611de8d2946b6992c022899bcbbe,04087,sao paulo,SP
5feeb43744a61e50a53346dc3169225e,0ea72bc8d992598af459f73c9969837d,20560,rio de janeiro,RJ
f9f0c70f7f91d4bebab7ed1cb0206489,a410644642278171ab477d7eaff0d877,23894,seropedica,RJ
80acb244f16eb759ec0bafcb47c21cce,837525782a99405a7e8d6f3795240da8,22030,rio de janeiro,RJ
5941cab9faecc602df8b6e69150b9d65,1a84bb2f089e3c719176f7cb5648276c,49490,poco verde,SE
d53c6b90e37d56179bc7524f9570c4fa,f567a12b251dc3a5eadcd126e00d4f4d,16200,birigui,SP
06d529bccb0825265d8b5b73c66e53d8,8f2afd41c8f5e3862f4882dbc9f624b3,55644,gravata,PE
3f0bd16414d5fee5cb1d19769c3c825e,6c20a0d058797463344295d2df549503,02613,sao paulo,SP
bf96e70ffefc1f625f3db89f1949af48,ab6bff1069c7a985a00a92e7d1f0f321,13453,santa barbara d'oeste,SP
aadf2752fbf607535468b271f7f7d094,6e24457b3e5fbcb86beab8de6c1e9c21,39100,diamantina,MG
6bf7cea1d53d6e27e5debdb2d5049ff6,86d8261e5b348801fec7bf7ed0726e39,15053,sao jose do rio preto,SP
567e09a51ff57f2f6ef54ef2dcb742e8,17dcb8c62667824b3e3755a5b680ebc6,06540,santana de parnaiba,SP
b9662bb6c6a36059b08d2ade7f499d65,21f86e97c14e9524ace161a8c9decf5a,02408,sao paulo,SP
33b83055b03f489566ebb99c68d45cee,068b73f9995e1550291624093d1a2853,15950,santa adelia,SP
82141426f5565b47a8b8433342024da7,7b15d3cbd163f636a2e28c3edaea9a2b,13188,hortolandia,SP
add7aa6095dd2aae6b8d70d022bae3e5,a5bbd6eeb5346baf703a636f93182379,65066,sao luis,MA
36a52cbef5f4a32aed0c0215995985d4,bdf66f18d41be7aa7fc10dc72e188357,63125,crato,CE
515dcc3641e65fbef358398ae6dc91cb,31cdd1df0a1e5ae952d89a5fe0d6eb15,95700,bento goncalves,RS
797b1107c9db6e7610141a5edc125009,fde381fe79993303957d1fcf9cd6bf4a,18035,sorocaba,SP
e09c6265f1f8647749be9898aa511e98,59e9260732bd3ec2fbb4bebd61acbffc,01424,sao paulo,SP
18f711d8d5d66c0a2d470f4b851e8038,7653c3f4b98d701843c6d9a411ff6479,13380,nova odessa,SP
f859fb23e2e8315da5d17d72d4f372f5,226d199a40aad52319f9dba92f46db66,30380,belo horizonte,MG
5e98755f49cf29e4e9e87d81d2f86db2,8959d4251989df68934d67c1d32c5718,39390,bocaiuva,MG
f6750b796dc102521e62579639ad43b1,4a2068cc616de2b18994f46cfe1a3d4d,72450,brasilia,DF
6da7fdc344021e769a846085968f48f0,4db04f3853752458316271e5a12f422d,89600,joacaba,SC
91da5278c565f5d5d22b3724ec4839fd,83d4f03665f228247540e9d373cbc65d,89037,blumenau,SC
cb3ee5f55f9cbc6ed99ee638a4c72613,a37fc2f55cb2f185411e5c9b7b0f0bdf,07600,mairipora,SP
59227a9b6b75b6c0612c26336eec0a47,edd5bf7a832faf132ed09bd37bd78438,14115,guatapara,SP
6842592a4cdd735bf3fd43ce522773ef,376fc5da2c32f3f7b67de2f142d38c5f,01228,sao paulo,SP
650a73a3bd9b9aa96aa43406dd84fdab,da213261705e114a5d85e48535abf562,04455,sao paulo,SP
7f6cc609946a187554550e1a9192a46f,35da9093ca6f1782bbad4b328e31f35f,03378,sao paulo,SP
15377ad18854e02069af4900c8e4039f,4338059435dc4de9f8f3ab662f62ab01,96211,rio grande,RS
9388bb1d7e8b53211cff72e787efb6e7,5d9e7d998439876056905e04fd60c5b0,22291,rio de janeiro,RJ
afc216c58cdbe8ed9cebe1495b155a86,5ba3404c4dea10b76ed8db6f1999b012,37504,itajuba,MG
5a91625bc8965ebc869d9e5247df4673,1ca4f00dcc2c13e13a12565449fa87db,06816,embu das artes,SP
f40f31f8bfcc5f74d9d246354b90af09,8e62db6f625288ad4792855f994abefd,31050,belo horizonte,MG
8b574f4c72ba3539b5a1cfe2429352a4,9300ffeb6ecbaeb37ebdb2120a28e1aa,26221,nova iguacu,RJ
3eda5c7e6340baf62f38dec00856a877,fcecfb187df6e865659cfdc0620b06af,04230,sao paulo,SP
18715b86f15b55cc06dcaef3708656c7,f1222bacdff89a25eb29e54eeaabbe6b,27281,volta redonda,RJ
ceaeed79bef0496075037b3cc8eab28b,7e2b5ad4ce455201b8264ff03f72ab6b,12216,sao jose dos campos,SP
894337b29433786ec770ef5bf5475cba,872cc08a1ec02f94f728a1eccfa7a80b,09290,santo andre,SP
bff5a17c6a2c64100921da9fe9591a43,95ca2c58fa0c3425b47e477d1c7bb829,45836,itamaraju,BA
5133dfd79e71fc9244e60dde0bb6229a,4b4c2d367706e25e519323e9d57271b6,13171,sumare,SP
c8830d8a8312a8b3b74370c4e61202ec,8b433c0e7b7d2a1f1148b4277cc673f8,01221,sao paulo,SP
a7bc004b32eb75e7546d6b81d5b8fe44,7e7730c025f8195d40ac4d0050fcf37f,31160,belo horizonte,MG
0fe01041704b943d5c7905323ea63a2b,7bc69a06edaaaa9d75b6950546ec94bc,95703,bento goncalves,RS
6efbee10da96b631dcd2c0f3dcfccbd1,f80352378d6ff6454ac8cbb9b68ad4a7,18074,sorocaba,SP
1d4ed7b29c69512e9a142a6a5c52f5d0,cae76dd4d838ce8f3f152baf0784c9b1,20251,rio de janeiro,RJ
23304f69dac259edcc18688d38ab9250,535d35b2288cbdeb6a7ba74ca2173213,20940,rio de janeiro,RJ
5229e43884ffd6794e9397bd346ab7dd,fa8e13c098119467f86bf2d108eaeadd,34001,nova lima,MG
2a5ed0328806da6241e75520ed74d9e6,b49b24b28a12e3d89eef761792dd3aa7,14230,serra azul,SP
fdec684fa0be036ee7039f3edf5a0323,fae0d2da216f5c93d4a04188cac2c52a,91215,porto alegre,RS
83f98a31688d3ce5de0bc10d5c375ce0,da1350640cb6f44df284977b3acef692,71919,brasilia,DF
3488c223952176954f711d33db8c20a4,7ac51a9e42528f933b21dd8be915e774,31275,belo horizonte,MG
1fa1869a410018e63e73c5a1fe358492,eaa290405cf65ee6d656ec9c4000b297,29450,apiaca,ES
769ff3a041b439485ac1e0db67d72fcb,f3ea9af565ef202ad15bcfde52697efc,39690,malacacheta,MG
3ebebafcab1829291818288df19d4def,7311b47a208b4f5af09ccc62fafea9e2,20040,rio de janeiro,RJ
5ad1822b8f9f79c3b54bcc1346280bcc,73b8cd05f8b04f402a513776ed53f5e0,74366,goiania,GO
067715fac053f8972e3887e3784e38f4,4fb2e7406e0e99946ce171d6d7350e1f,04022,sao paulo,SP
24cddae2e51926ae7ac40c628a8338ca,8111e35251e270e133f321c2c39b2a9e,88058,florianopolis,SC
bd7ca23c050b88950225b16f05d65e35,1985f70726392d294f0c9a247cb95590,55296,garanhuns,PE
6995decf2663f921e8dfb49b3e7b5b9c,5f7960decfccb628cea4c3f2c4c7c370,13087,campinas,SP
2f2b6326403a1044d7c1c951fa3867f0,f728be7f9d69b14f9d1673a016184b1a,51020,recife,PE
fef6ee8cb0a99f0fa68808e0fadca078,886c8a8c924043f8fa45387ddd9a16f7,19906,ourinhos,SP
