review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
b1a7e6bea48ebd760453f2975eb5c5af,06aa0aa8c22027ebb953d501c4238512,4,,"Produto um pouco fino, mas o pelo é de qualidade ",2018-04-28 00:00:00,2018-04-28 21:44:32
e060d683fbec3059d25a57b7648cff9d,3a73a24fa6a0d8ffd462fb4bb62e66fc,5,,,2017-12-28 00:00:00,2017-12-29 09:53:04
edada860584e48a4ad8a29699c2d4609,92f4f749aa508d58dee50d9ccdb6c9dd,5,,,2018-07-25 00:00:00,2018-07-26 01:59:37
0f772e13999a23c70b6cf05852119ad4,32733fc014b67ef70fa6039dd8c6ba82,5,,,2017-09-26 00:00:00,2017-09-28 21:56:30
d77f6dcd64a51cc98282fb5430787b3b,c8c002c98c3b0b4d4136b84f76f635a8,5,,,2018-02-09 00:00:00,2018-02-16 23:04:56
92490fc7dfcfd1df3965634767cffc3f,22caa724849d26dec4cd73ffc70bc133,5,Otimo,O produto veio exatamente como no anúncio gostei muito obrigada,2018-06-29 00:00:00,2018-06-29 17:56:30
4e942839744c8bda7713c6bc7e8d56ad,c0e1586eda89047d683b2bc7d902037c,5,,,2017-12-19 00:00:00,2017-12-20 10:34:35
bef93a63cb8fd8c391aca4af64a91995,ba16a6de753feb4dc0a6716cc3ddf951,5,,,2018-03-09 00:00:00,2018-03-09 18:44:38
1bc69c42c41fbbd350a1cf7c5a2d72a9,40ebc9d21ae5f5d7dfd398f87e63f455,5,,,2018-03-18 00:00:00,2018-03-18 12:30:50
68ad4a27b22c0f9c70e0fd3e5909f255,cecccaa359491439461332bbb0dad3d5,5,,Muito bom o produto. ,2018-03-29 00:00:00,2018-03-30 22:28:44
d931df1bc548c2a626750df977155a75,fb469bc8a14b598d891a004c34546078,1,,"Comprei um controle remoto de um modelo específico e me enviaram um ""controle universal"" que não funciona no meu aparelho... Não recomendo...",2017-12-09 00:00:00,2017-12-11 18:56:30
62c39358bc63b71da444a1debfe0b6ff,73287734c7b95e805d54a35d062627f2,4,,,2018-03-22 00:00:00,2018-03-26 12:42:39
4583ddb3607b88e55614a926dc3ec1cd,083ade26303c53b4aa1c779b67d44485,5,,LEGAL,2018-06-16 00:00:00,2018-06-16 19:49:04
65427c6f16460ec95ce585302d8a1e99,19aeea45917083f03541b7d11afc8e2b,5,Muito bom,,2018-06-23 00:00:00,2018-06-26 00:22:41
57a3d04566ab1f6729141cc45161ba50,f75517cfb973c21eab8559a870263794,5,,"Estou muito satisfeita com a lannister e com o meu produto.... meu tapete simples e bonito, obrigada!",2017-07-12 00:00:00,2017-07-13 10:13:21
0b5be2fd8f547fae7f6d88573c0b7356,2e233dded5d8af5e2baa5c1fca89a6c6,5,,Gostei e o atendimento ,2017-12-22 00:00:00,2017-12-23 13:47:57
06a3c317914170820d8fa2e3cd5a9fd0,fd22bd0610424ec9e62c1d98288b51e9,3,,,2017-03-25 00:00:00,2017-03-26 19:47:53
4d37507a52d8107b461a55392fe918c6,afc164a698c08de061cc7173650121fa,4,,,2018-03-06 00:00:00,2018-03-12 14:56:42
e17c6cedc648448a977e5626a2a9d068,b62490833ad4da4f0f696c9358737651,4,,"Muito bom o produto, só acredito que como defesa não é eficaz. Mas vale a pena ter.",2017-11-09 00:00:00,2017-11-16 23:07:20
35bd753bc196d9b857c048d1468bab2f,558731462aceb9588378c7c19194d2db,4,,,2018-05-19 00:00:00,2018-05-21 19:47:24
b1fd5bb8d85b5a49f90a0097b3029cd7,3eb08a4c95b522bed075ec059ad858ab,1,,Não gostei por que me mandaram a cor errada,2018-08-18 00:00:00,2018-08-18 18:19:42
3066e65b1383c7269fed2996c16ac214,9292a5004e4adeb999700abae47eb13b,4,,,2018-06-12 00:00:00,2018-06-12 23:13:24
841cec494d4e0386d1c2bfe4cb3317c4,c6c17394464f987209982d3f1423f068,5,,,2018-06-15 00:00:00,2018-06-15 14:31:08
a7f238f01b2e5590cbe7212022692012,cd24256f456d55df11e3049017c86d05,5,,Compro sempre e recomendo baratheon ,2017-11-24 00:00:00,2017-11-27 20:05:09
d8697b1efc93843999ae12298b7a703f,c263f74f0ce9f6d9e0f4608a22a67dfd,5,,,2018-05-16 00:00:00,2018-05-16 19:41:16
7afbad655b63c0a49c1d739280b591b8,540544251975ba4515aebe0ac8525067,1,,"Comprei 2 cartuchos

Recebi apenas 1 cartucho",2017-07-01 00:00:00,2017-07-04 14:08:57
63c761f149aefca945305229a59ba3fc,07440dff5293ea24c5fac25a473c2eef,1,Ruim,Sempre comprei nas lannister é essa foi a primeira vez q comprei e não recebi a mercadoria,2018-04-28 00:00:00,2018-04-28 13:04:56
7bb977a30c58ac862a3f7b42160d1133,0ea322b0cc5c5a359a4b83e2cae08390,5,,"Loja excelente, recomendo.",2017-04-28 00:00:00,2017-04-29 06:47:21
8ed7d7f54affd28604e20ea19d3318f8,bb102364b6a29f9f8683f21e5825595a,5,,Perfeito ,2018-01-24 00:00:00,2018-01-24 18:58:03
90d44b00e32087cb9eb4b5badd90c912,37c8cbbb816470ceb8a3026653cf3d3c,5,,,2018-03-29 00:00:00,2018-04-04 11:18:45
15cd7b3f6cde59e26ad7f7ca25e66ce3,b4c45d4cc2a2e24e10d4e20bae928819,5,,,2018-03-17 00:00:00,2018-03-17 21:50:10
729cd3fc494e99426ea54aa181c4b011,c0364ee18a0b18e6da5e7754cf4f4e8a,5,,ok,2018-02-27 00:00:00,2018-02-28 16:05:49
acaff599f2bbb6b8995368bab93b6a38,7e4d4a50dc999bcf59d2e055db0f4b37,5,,,2018-01-20 00:00:00,2018-01-22 15:55:42
1a274373ba56f308a9c45e3d2bce3697,f7198d6fd9c02f8d7f7646b213376ddf,1,,"Comprei há um mês atrás e nunca chegou, não existe canal de comunicação eficiente e até pra reclamar q não chegou tive q esperar quase uma semana",2018-03-22 00:00:00,2018-03-24 10:25:25
a89a2a822fa6d983128e5ca229633882,5ad066b6e468fcd60b0d871bfa99112a,5,,"Produto excelente.
Entregue antes da data prevista. 
Adorei. Obrigada. ",2018-02-06 00:00:00,2018-02-06 18:23:08
0c7932c55debb2f4063bcc6c533a87e0,2939b6d48c2488e276205bc547c56aac,5,,,2018-01-12 00:00:00,2018-01-13 10:13:10
e6c8f2ab517ef19dd0a02a771fecc827,008a40c2b8b21893e04945ce58854b55,1,,Esperando o produto para avaliar ,2018-05-09 00:00:00,2018-05-09 21:20:32
6028c5b557d83ae5012c64908383ff9f,67b50899f52995848c427e361e10dde3,1,,,2018-06-28 00:00:00,2018-06-28 17:00:58
7968fb23803c69d0dbb64ddc0e6637ea,6fd39a1adde54d0a5e6fe5ddc6c8784a,5,,"Chegou antes do prazo,igual o da foto adorei.",2018-04-20 00:00:00,2018-04-23 03:38:43
8d652c40dddb2f5bdf08c784e99c55ed,e6bed0846d5d268bf1ebcf66eab19a42,1,,É a primeira vez que há atraso nos meus pedidos. ,2018-04-07 00:00:00,2018-04-07 16:13:59
ba6e4e2b6a543d1c4912158244448375,3d4bfa3de7e617f61d1ee3c87e95b204,5,,,2018-06-14 00:00:00,2018-06-17 14:10:24
329e25b21f481e37944d51ece2d3ddef,51c064ec2d79d398b30db3f8e1de8ec8,5,,,2017-05-11 00:00:00,2017-05-16 22:06:19
ad41656664888758b1c9c92c142130a5,22a1a580ac153c5e2f469d27ad6a4e3d,1,,"O produto não veio na cor Escolhida fiquei desepisionado,não sei o que fazer.
",2018-04-24 00:00:00,2018-04-25 01:13:47
fe2b57c56eb4d1d5062c6c066bfc14f3,f6806cb575dffe2dd24873502bc0b413,1,,Os cartuchos não funcionaram na minha impressora HP3050.,2018-07-06 00:00:00,2018-07-09 00:39:24
f72cb5a49cf65547bcf2889d2285270d,0124e0c5bfae1979838a91e47df53f14,4,,,2018-02-16 00:00:00,2018-02-16 22:30:23
d54724ab5b9665127785f8883a2169ab,84d1f58195cae334b50f9088b38b3495,5,,,2017-05-12 00:00:00,2017-05-15 10:51:54
f9f3684248f9d0e8353ec77dbb60ced1,33c1911ef3652a03c6cb098b9399b1d3,5,,,2018-07-10 00:00:00,2018-07-13 00:05:47
3bdf54aab6fde663450c39b2cac03c69,af85e6e8c9f67f653b51429df7839001,1,,Empresa sem credibilidade.,2018-04-08 00:00:00,2018-04-08 14:40:40
4bd9e4744bded7a2390fabf2eab110ac,4cf6bc9c5e6ff30151bfb6f92f791b28,4,,,2017-07-13 00:00:00,2017-07-13 23:25:43
91771029ef1e20041fc2dfc2859c8b07,f51cb113ad5e21bc6d8082bc824fb25e,5,,,2017-02-14 00:00:00,2017-02-15 16:51:26
16814e4d2e1cb7da90f927f41cb1bb77,99f10393ec3328b3b416a154afd5d714,5,,,2017-08-05 00:00:00,2017-08-07 19:26:10
a9c4371e5a7a938f944f39f68620358f,7deb5565bced95f67ceac6f5dc57d4f4,5,,,2018-01-30 00:00:00,2018-01-30 21:09:08
0a2157168b60711364eae5c42873ab89,72c81a6a9dcf354f87393c361caa13ce,5,Produto de boa qualidade,"E muito bom poder confiar em uma loja virtual produto de boa qualidade e muito rápido a entrega ,ótimo trabalho!",2018-07-25 00:00:00,2018-07-27 22:26:50
bb4dd4d6ab24778dcc344d50acdf5507,d7ebe26f7b9c7600c40edd2b0edc7afc,4,,Foi entregue antes do prazo. Só não gostei da qualidade da capinha do celular. ,2017-06-07 00:00:00,2017-06-08 11:01:13
74818bfe63efcf28bf371f9e26162bb5,26543fb8b34f4547bcbbd431f998ee76,1,,"Não posso opinar ,pois não recebi.",2017-11-30 00:00:00,2017-11-30 19:35:21
63bc958a29ce4306d4ccb83c7377dc40,8fad1f3654133d30218cd4b6fae827ee,4,,,2017-06-23 00:00:00,2017-06-24 12:39:00
1ae15cde19871f4c2dde850ec686a494,1227f9af3b2ddb0b95060aab8e5b3dc7,5,Recomendo,"foi encachado perfeito, e já estou usando ele! ",2018-05-19 00:00:00,2018-05-23 20:56:16
f803f9a978c8eb47c196cff020eff52c,95de62498e177002f6ef1949e2e788ea,4,,,2018-02-17 00:00:00,2018-02-19 14:26:30
b6e92837a785c546fdd68aefed24016a,8bca89b4311c48e6e6a22acd5cebd242,5,,Entrega antes do prazo.Super satisfeita.,2017-04-06 00:00:00,2017-04-10 16:40:54
2553e7a7c2962eb06cae26643d8f682d,65a9d3006386a380f4b594577a01cef0,5,,,2018-02-20 00:00:00,2018-02-23 13:08:33
43dc285f9ce66d3f419b0330e81d22a3,4fab84dd561f10bb9c98293f34d749fa,5,,muito bom,2018-07-12 00:00:00,2018-08-01 20:08:38
058bf7235b99d44cefc0359d3a2b325f,09fd9b0402ed675bbd1ee1e81171ac7c,5,Produto certo e rápido,Produto correto e entrega entregue em tempo ótimo,2018-08-30 00:00:00,2018-09-08 12:26:31
33dd60a4eab572eaab8cc5471ac412de,a1e393fb70c2916de4f93974682521a0,5,,Produto ótimo chegou super rápido amei,2017-04-07 00:00:00,2017-04-08 08:34:59
d78e06ac8c5c0abe9f0d0ec9e49bc772,e1cbc1e8c3204aaecc891d1392f7b4d7,5,,,2018-02-16 00:00:00,2018-02-19 11:33:06
0192fd0440f0ba2d289d2157b0f8dabf,7e28a3542ea8306e42298ea3718222ee,5,,,2017-12-27 00:00:00,2017-12-27 18:38:42
0c2915e69ee09c18b9c15b8035bdc5ff,a4b276bd4a9eba543ec90cdf29a67308,4,,"Manta bonita e grande, exatamente como estava no site. Gostei!!!
",2017-06-20 00:00:00,2017-06-21 00:14:13
78f97e5e30b6ddf3bfeae5d21ed2494f,44259226d73d340f929777553ecf199b,5,,,2018-04-18 00:00:00,2018-04-24 13:19:54
f555e112c09ed12e3ed67fabc21b7840,4cea4082bde3d6f0846e8a5537f3eeb4,5,,,2017-12-14 00:00:00,2017-12-15 00:33:41
6ee76a4f3dfa7c16f5b2e4c9a66134bc,c8426a2c3cc5c11e8aa0789c3238d4d9,5,,,2017-10-25 00:00:00,2017-10-25 20:20:59
47362ecf1f01733c13b5710b17eb4252,d33a24a5ea67f8f5a06b0a32e53f3acf,4,,"Produto chegou antes do prazo, mas na foto parece ser maior do que realmente é, mas gostei muito",2017-05-24 00:00:00,2017-05-25 13:53:35
c98724c0c73bce13f258d72b41f30bfe,f12ff3c8b8e4945b4d0331a56df6ef85,4,,,2018-04-20 00:00:00,2018-04-24 12:24:48
4d3fe38b645651ce5af82d9cf17b4a76,2bfd14409ba8ba1153ce42b2abc44bb8,5,,foi entregue antes do prazo adorei,2018-01-06 00:00:00,2018-01-15 18:14:55
91559a9c610b44fbc2680b8109bc3a91,a25b9ed9a3a53f53489c105482625129,1,Problema,"Infelizmente tive um problema com o aparelho,e o mesmo terá que ser feito troca.",2018-06-26 00:00:00,2018-06-26 19:31:00
7553bab8633bce24398c75f9411661f5,07bebe0626c8053ad425381fe0882655,5,,"Não estalei ainda aparentemente é muito bonito, só vou poder dizer da qualidade quando for instalar,, por enquanto satisfeita .",2017-10-06 00:00:00,2017-10-09 00:54:20
71c3d3e07f636e04cb57bc14eab88437,9eaec2635ebf99416ead21c62ef53f67,4,,,2018-01-04 00:00:00,2018-01-06 01:36:51
6429d643c915c92d79e7cc6ac0997a0d,38ac62af1b354671501c9bbfc55bf187,1,,"Boa noie o produto foi entregue na cor errada , eu pedi na cor preto e veio branco . Lamentavel .",2018-03-07 00:00:00,2018-03-13 01:32:06
ee23f96c6ae0babfe97073e0d3e0251f,0c5c8063a673f3c44b6499053e534ccb,5,,"Entrega antes do prazo, continuarei a comprar.",2018-01-18 00:00:00,2018-01-18 21:48:43
b52c751c12d5c640bcf9fe43e86da969,d4e413e096efb5d9b209b28ac79c62b7,5,,,2018-07-15 00:00:00,2018-07-18 14:05:21
62f4a1f0ed144d2cb182a4924a360264,377627ea55b004e8d55a2af17ba3c0e1,5,Entrega rapida,Entrega rápida como sempre,2018-05-23 00:00:00,2018-05-24 01:31:39
333c8710548ff5bf8a01be5cce1b25cd,2e4d78cc067d04eaaf791ecbfb2bc3ce,5,,,2018-04-18 00:00:00,2018-04-19 08:53:44
ce50fe817db66b6b6d9de227ef067ae9,def90fc6c7d21d34a14af3d6e4d866b6,4,,,2018-04-19 00:00:00,2018-04-21 14:44:19
a1b32d5b405e8a5b4aff7b1faa9e8f81,5b649740381032adc79831802d8d221a,3,,,2017-11-14 00:00:00,2017-11-16 19:53:16
bf74814b45e5cdbc6e5f6f83a48d1140,8a2d731a57d62d23bbf9556f80343140,5,,,2017-06-23 00:00:00,2017-06-30 15:39:21
f4cc3067cb5ae76978801c0fce5cd0da,a52e6fa2d7c6ecaf73ff5f7f10438339,3,,"Satisfeito OK
",2017-02-09 00:00:00,2017-02-10 05:43:23
c522c1c7f704cb0e202fcbba1a5627de,3b1bf20520476dc7b150dd52f521e525,4,,,2017-06-03 00:00:00,2017-06-04 10:21:43
132cc357f406988496738a702bd8a54a,b1d045cd447d2961b72e0d67c18f5d94,5,,"Rápido na entrega parabéns 
",2017-06-27 00:00:00,2017-06-27 23:07:15
8cdb6f6bba9935d87999cf56ef10fce6,cca0fdbe32d86d386a95c02433412640,5,,,2018-07-15 00:00:00,2018-07-18 18:24:43
4f74dff7e54d4b818f558cba8083fe5e,243312dbb316253ab77bb0140d94803c,4,,,2018-03-22 00:00:00,2018-03-23 10:10:21
8a116b2b95e12333041e8761a3023ba6,0739104e30e20de6c0956c0889a9b9dc,5,Otimo. ,Fiquei muito satisfeita. ,2018-08-28 00:00:00,2018-08-28 20:07:12
534d28ecf44d4c5332c53b1a35f95560,b2b86f50f1d5ec8763fc9fc6894ac6c4,5,,,2018-08-04 00:00:00,2018-08-05 13:44:32
44e413e08988468ddf832b186e3c76b2,2f6e1ce2926b6a1f5f9ea11d94b58cb0,5,,"A loja é muito boa, nunca tive problema, só agora comprei um produto é recebi outro parecido mais acho que vão resolver o meu problema, pelo a competência que aloja tem.
",2017-06-21 00:00:00,2017-06-24 00:14:31
6b4bc64e35c10c15884f35e8f7dcd570,c7af2f59ff42f4410a1739111dbea489,5,,Nota 10,2017-07-05 00:00:00,2017-07-07 21:37:23
bc2e81c42cffc5d3481fb8be92a9b38c,0bc16cf0c58995bbc893af2e151534d0,5,,mt bom,2018-06-14 00:00:00,2018-06-20 19:50:44
85b5a2e7111babaa32368f2baeb8277a,ea1857c97012fbeb3b4babd5892ebc7a,5,,"Recebi antes do prazo.
Muito bom o produto.",2017-06-10 00:00:00,2017-06-10 23:22:23
cbc036cc8c3edc20daf02f781a5f7a39,6f6785dde266434130a2aa8af06a52b7,5,Super Índico,10,2018-06-17 00:00:00,2018-06-18 12:04:19
a20332ca3e9807d11885ddb3bbd94c3b,7e09cc861487709e81e6c729d2635208,5,,,2017-12-23 00:00:00,2017-12-27 13:44:06
a95b6d1908c4eee56f04fdee1c133122,db7a9e1d2cbac54cc7ead44f1ae8535c,3,,O volume e muito baixo,2018-02-21 00:00:00,2018-02-23 23:24:50
573be74b08af8c55393534eeac1b4341,229d2824e311bf2592b6b7ce32af04a8,5,,,2018-05-11 00:00:00,2018-05-12 00:11:08
2d1dcd393c620a989e1f05454cabcd68,317c2c773295f70b67e5511ccd55f81c,3,,,2017-08-10 00:00:00,2017-08-10 19:43:26
f43ae7961d461a53c64e7f4e59ed480a,853927b32b0ebc007ece729a314338cd,5,,Satisfeita! Tudo conforme o esperado.,2018-02-22 00:00:00,2018-02-22 19:56:28
aadfe5933df006b51ffd3e86044ebbbf,6b751a27edaaa33537b2e893d7fd18ce,5,,,2018-02-21 00:00:00,2018-02-21 21:57:56
d2685d708ee3a49340a50dd2184deadc,1c4b283e95602be28c975207016558f1,2,,PRODUTO NAO ESTA CORRETO,2018-08-08 00:00:00,2018-08-09 11:35:22
29f61e62df3743b3386ade3b772bbd97,edc9fcd5f5ab3aa69901aa991026ee0c,5,,,2017-06-15 00:00:00,2017-06-17 23:26:22
fb8a2b6c740c5a722c6539b13a6825e9,6699d7eb202a80ad0dd024134fe5ed60,5,,,2018-01-25 00:00:00,2018-01-26 02:56:15
61e41976b2efe4d2d06e39957ee85412,51879b7474407f56048b6c36cc3e263c,5,,,2018-08-10 00:00:00,2018-08-10 06:22:30
ba60f590f69dc8f2569aae20544dfa85,699b7692e65138e6874b4c6f42202974,5,,"Produto de qualidade e fidelidade, além de rápida entrega. Recomendo. ",2018-03-22 00:00:00,2018-03-23 00:58:03
58f9d5ec18e668bee42663e9e800b86f,7f922477f06db4ab69f6f173f439088e,4,Muito bom!!,"Entrega rápida, produto de boa qualidade.",2018-06-16 00:00:00,2018-06-20 02:34:59
571c7393be84ebb3ee54a4428e4e571a,dfa1e5a290276c05629e2d4180ce6aff,5,,Entrega rápida. Muito bom,2017-03-18 00:00:00,2017-03-20 13:11:45
fec12ed5ca0ae429dc59ab2ed442347f,ed8a6e0832d4fbbd240110423cd1b707,5,,,2017-12-15 00:00:00,2017-12-27 01:11:59
cc6af48c753f077232a8126d06a5f679,afd1ca4a245a9a04d0f8d5dc1ccb7ed3,5,,,2018-04-24 00:00:00,2018-04-25 22:43:25
00b90674df5acad6d8881e411b95b37f,a67f04f0a3022835f86664a0070fe36e,5,,,2017-07-27 00:00:00,2017-07-31 16:57:48
4a87bcda031a59d3309affa727480cc0,bcaa7f7240deb32b0410ee6cc085d9b4,4,,,2018-08-15 00:00:00,2018-08-16 10:20:27
e6ac16e46670515369ec6cce613ca3f4,d7ebfa9a59497087b6f2383f00689fcf,5,,,2017-11-15 00:00:00,2017-11-16 13:39:02
8eba4f40fde16edb160237f9d68a4176,4cddfa3db1f20697139ba4a46c4fd399,4,,,2017-08-18 00:00:00,2017-08-20 19:24:55
8ba6a4b4b24d6172b8ad097ebab1f292,249ec92a8757d3abe81210827a19f08f,1,Ausência de informação ,"Ausência de informação sobre o produto induz à compra incorreta. Com a ausência de informação sobre tamanho da camiseta induz a pensar que seja tamanho único. O produto recebido no entanto, era P.",2018-06-20 00:00:00,2018-06-21 15:55:33
ef7275d190293455b245e0322b0558a2,a5849d6f70582d4c5217bac6616a45fa,5,Muito bom ,,2018-08-21 00:00:00,2018-08-22 01:12:20
4c3e73782790b5fd56cf8ac043fe027c,32f7f9fd01c6b5592202b48442caa441,4,,Gostei muito do produto e chegou antes do prazo.,2017-08-23 00:00:00,2017-08-23 21:51:48
1fa371e55760b49616648d7a22f2578b,454b6ccf9f8f2c12b3a00ee763e027b9,5,,,2018-08-25 00:00:00,2018-08-26 01:57:04
949cc0583cfcc420850304c66c32b8bb,1dd524259037e53865e1fbee3697183b,3,,"Faltou o kit do teflon que foi cobrado $10,00 a mais.",2017-06-24 00:00:00,2017-06-27 10:42:16
d99de504fa4d83630c4489d197595d4e,dc15d43ae100ecc5bac78d9e974af643,5,,,2018-08-28 00:00:00,2018-08-30 20:48:23
332a72420f3d8729d2bfdbfb55e96cf1,cdab66293e2e4ea2b956d8016c5ad97d,5,,"Site claro e objetivo, comprometimento com o cliente, prazo de entrega superou a data proposta.",2017-12-23 00:00:00,2017-12-26 03:50:33
84e79be9c53bff75fe1607fb34a5918f,989829039549b9b62b547646ee72c034,4,,,2018-02-23 00:00:00,2018-02-23 17:37:09
6eb9e518070839597f4d35f908f89521,0c11df2b80d95b1eabdcdf3790bb3347,5,,O fichário que eu comprei veio bem rápido e estava muito bem embalado. ,2018-03-25 00:00:00,2018-03-31 21:58:54
bb907dd882402c83d0defc3004b80dc0,2fc4ba497db1306b9048aceaf0f7e5a9,5,,Tudo ok,2017-10-04 00:00:00,2017-10-05 02:04:00
e1a424695e403367e373d7354d1724b7,f23a4132d42810c7f591d372282ae3eb,3,Produto Ok,O produto é compatível com o preço.,2018-07-24 00:00:00,2018-07-27 01:24:41
e13ec6f240d3a8d113945906b19d2fc4,1fbebbbba3149f89e410951ca531cae2,4,,O anel ficou apertado teria que ser um número maior. Como faço para trocar..,2018-04-14 00:00:00,2018-04-15 04:37:30
751cea5676370ff939cbe9eaf176a26b,c5ba516dae0f7c34ba8ad92dad570249,5,,,2018-08-30 00:00:00,2018-08-30 20:59:54
7fa2cc5387908e0da57dd377e52c99d3,f0cb299a9702d7db4e501895d61d2baf,1,,,2017-07-05 00:00:00,2017-07-06 00:22:29
324f719a599fd47fc3cdb7d0ac621212,0a15572811e0bc23e2963de1cdf344f0,5,Ótima ,,2018-05-05 00:00:00,2018-05-05 23:37:14
