order_id,payment_sequential,payment_type,payment_installments,payment_value
cdb67b9f52b1b7cd79169a5aae48d7c2,1,credit_card,2,98.71
b3e2b81932a8bc32dfffd128937c3c5e,1,credit_card,10,220.04
b89601b4491425014432a96e02034092,1,boleto,1,36.75
14e3b02a42f36ad7bdcdc8a0df427be3,1,credit_card,1,72.25
bcaa7f7240deb32b0410ee6cc085d9b4,1,credit_card,2,136.16
6c27984bddb654e222cd1b9a238d2e74,1,boleto,1,55.22
9dabd200c58f609f380ecd1e44898086,1,credit_card,2,260.97
40ebc9d21ae5f5d7dfd398f87e63f455,1,credit_card,3,114.78
249ec92a8757d3abe81210827a19f08f,1,credit_card,1,97.79
8a2d731a57d62d23bbf9556f80343140,1,boleto,1,113.62
19230cac8f45f89fc992b4048422b72e,1,credit_card,1,90.27
e06ff711ddcab05c3651a9b1bb003950,1,credit_card,12,138.28
d43d694cf81ca89d8e50c6f3c199f0de,1,credit_card,1,3.58
26543fb8b34f4547bcbbd431f998ee76,1,credit_card,3,103.55
042649285cd08ef7c546445419b43407,2,voucher,1,50.0
bd34db34f886a82d2f7e9214b6fd01e0,1,credit_card,2,176.9
e45620eb46de3b95c078fb17e75db83e,1,credit_card,1,163.98
22a1a580ac153c5e2f469d27ad6a4e3d,1,credit_card,5,108.67
ca786c07fdbcd2a6beb42eab64c23a3e,1,credit_card,1,12.99
558731462aceb9588378c7c19194d2db,1,credit_card,3,1089.96
2e233dded5d8af5e2baa5c1fca89a6c6,1,credit_card,1,175.77
1227f9af3b2ddb0b95060aab8e5b3dc7,1,credit_card,4,47.05
8b50d4c9560cac1625c6fd9f536fc780,1,credit_card,8,1730.87
f33aa647f08ec9623c76b6212be92333,1,boleto,1,100.34
edd3d7495d5177045823010a1f6ac22a,1,credit_card,3,96.55
32f7f9fd01c6b5592202b48442caa441,1,credit_card,4,40.0
f97b2bdfbaca9c2f04722d8cbc8cc8a5,1,credit_card,3,245.6
37c8cbbb816470ceb8a3026653cf3d3c,1,boleto,1,69.52
82b1c20e33da405ba22cded4ff91d160,1,credit_card,1,32.77
a95f8f8384a13be626e06154468a9200,1,credit_card,2,45.0
b2e5be9642d390480c19fbc80e533de6,1,credit_card,1,68.23
4cdf8813fc5f4c3d74041453f606868c,1,credit_card,5,279.27
1dd524259037e53865e1fbee3697183b,1,credit_card,10,302.91
07bebe0626c8053ad425381fe0882655,1,boleto,1,77.57
39c438f2a835b25cd51bbd1bed5d089e,1,credit_card,10,344.61
4c074254980764fecff977c97ce88c4d,1,credit_card,1,41.84
cd49c5c6f772ac87200f116a7a5499e5,1,boleto,1,116.43
0c5c8063a673f3c44b6499053e534ccb,1,credit_card,1,138.6
f51cb113ad5e21bc6d8082bc824fb25e,1,credit_card,1,194.01
07440dff5293ea24c5fac25a473c2eef,1,credit_card,1,126.03
99dde9a4d6ee5c602380551b002ddad7,1,credit_card,1,105.99
cd24256f456d55df11e3049017c86d05,1,credit_card,7,158.26
309de5faf9baa8961fd068f3f4e44dcd,1,credit_card,4,44.09
1674cd4deb921f97a794a8401ce9017b,1,credit_card,3,228.78
2939b6d48c2488e276205bc547c56aac,1,boleto,1,195.36
ad9259e8a14df6ee75201925f28d4a8f,1,boleto,1,86.02
f5a1d7fb9cd502618f942b1295676f1b,1,credit_card,6,90.88
5001ef7f5cc08023f39a4f6b7c09b5f5,1,credit_card,2,95.01
45881387721786e660460cd8bfcb2010,1,credit_card,3,127.31
4d34da0824213ee7962a5c5ed32b3f51,1,credit_card,3,36.78
06aa0aa8c22027ebb953d501c4238512,1,credit_card,2,78.78
e06ff711ddcab05c3651a9b1bb003950,2,voucher,1,46.04
7f922477f06db4ab69f6f173f439088e,1,credit_card,1,43.28
e1cbc1e8c3204aaecc891d1392f7b4d7,1,credit_card,5,416.54
a1e393fb70c2916de4f93974682521a0,1,credit_card,7,72.07
42769a5163a34297f4458dbccf206b36,1,credit_card,8,125.53
cca0fdbe32d86d386a95c02433412640,1,credit_card,1,171.97
e0043b9e113bdc5f84b14893d62e00ac,1,boleto,1,171.32
0739104e30e20de6c0956c0889a9b9dc,1,credit_card,8,394.31
a820e4b8830258a148d161ba6d8bf419,1,credit_card,2,42.11
e750c043ac98c8eb957cb52789f126b0,1,credit_card,4,144.0
c0e1586eda89047d683b2bc7d902037c,1,credit_card,7,89.56
f0cb299a9702d7db4e501895d61d2baf,1,credit_card,3,122.89
1fbebbbba3149f89e410951ca531cae2,1,boleto,1,237.99
afc164a698c08de061cc7173650121fa,1,credit_card,1,77.57
8bca89b4311c48e6e6a22acd5cebd242,1,credit_card,1,92.84
5cc6d864fa9e1a90eaf5207737549ffc,1,credit_card,1,396.24
72c81a6a9dcf354f87393c361caa13ce,1,credit_card,2,166.35
faa72e2db68f17d71fa5c725cafc53ad,1,credit_card,1,126.2
546c8958ff67b28473cf140ec32a5a91,1,credit_card,10,102.56
5cf925b116421afa85ee25e99b4c34fb,1,boleto,1,106.81
338be6220254203898339bb8b6021138,1,boleto,1,124.02
3785ffb02b0b201a23df7daf357c271d,1,credit_card,1,54.93
853927b32b0ebc007ece729a314338cd,1,credit_card,3,214.05
5b7aed674843fc9b20d1c4cef543a761,1,boleto,1,59.22
544bad401327a8f0de6786c7ccd73c8b,1,credit_card,3,263.13
454b6ccf9f8f2c12b3a00ee763e027b9,1,credit_card,1,60.42
989829039549b9b62b547646ee72c034,1,credit_card,1,55.24
832c61671b530bdc7d56880581bc2146,1,credit_card,5,103.55
d33a24a5ea67f8f5a06b0a32e53f3acf,1,boleto,1,78.19
ac8b3ecc5daa5b2d54a81b3ba337bf6f,1,boleto,1,118.3
0bc16cf0c58995bbc893af2e151534d0,1,credit_card,10,436.49
c6c96aae858cf470816e5080de363e47,1,credit_card,1,10.17
ca7296a83aa279afb28c2388a4f48891,1,credit_card,3,102.96
afd1ca4a245a9a04d0f8d5dc1ccb7ed3,1,credit_card,1,57.23
b5eb3252f8e5ded7044d176ed49e2ecb,1,credit_card,10,468.69
cd323a618a599ad1cedaeb75d1d5b8fd,1,credit_card,6,155.63
1c4b283e95602be28c975207016558f1,1,boleto,1,37.83
fb469bc8a14b598d891a004c34546078,1,credit_card,1,32.38
540544251975ba4515aebe0ac8525067,1,credit_card,3,74.2
5f8772295e1adb4e4832c988d6b631b6,1,credit_card,10,199.89
22caa724849d26dec4cd73ffc70bc133,1,credit_card,1,83.55
0d5fb8614978748bcfbef448c8a74a17,1,credit_card,4,201.96
5d9fde36e9b14f9c646577bb073b1486,1,boleto,1,108.22
7e09cc861487709e81e6c729d2635208,1,credit_card,1,90.6
2bfd14409ba8ba1153ce42b2abc44bb8,1,credit_card,5,167.81
569d43a54c364df5b367ab33e96eacf0,1,voucher,1,61.73
1e2b94b476c8738fbc5aed69524f2da4,1,credit_card,3,58.1
1aa78d3a94e9d8054d63fd230c076bf6,1,credit_card,5,310.9
27d6233886151ecc1ed368ce120ec5cf,1,credit_card,8,235.29
22df89b611e2a03b4957043cf949e51f,1,credit_card,1,66.41
343ee80178e16012130cb0007eac5888,1,credit_card,2,322.2
a7b984cb7dba04216ef3408f9fdc724f,1,credit_card,1,158.17
8bfc859f734def7a579d24fe9b618da3,1,boleto,1,45.09
4f62d593acae92cea3c5662c76122478,1,credit_card,1,21.77
3d4bfa3de7e617f61d1ee3c87e95b204,1,credit_card,1,162.68
5ad066b6e468fcd60b0d871bfa99112a,1,credit_card,5,119.84
d7ebe26f7b9c7600c40edd2b0edc7afc,1,boleto,1,50.14
a67f04f0a3022835f86664a0070fe36e,1,credit_card,6,83.23
d8d8abd9a4aa1b36575678bdf5e9d23e,1,credit_card,10,331.8
77e4da3755c479aac3d6f7f2a5e94516,1,credit_card,1,114.42
083ade26303c53b4aa1c779b67d44485,1,credit_card,3,76.31
a5dfe2f94a7c8cb55a435a6ed9fc2c12,1,boleto,1,76.05
c5ba516dae0f7c34ba8ad92dad570249,1,credit_card,1,66.57
d7ebfa9a59497087b6f2383f00689fcf,1,credit_card,1,64.1
8628cf35f313fe2e46a2168f21860031,1,credit_card,6,334.54
9292a5004e4adeb999700abae47eb13b,1,credit_card,2,144.21
cdab66293e2e4ea2b956d8016c5ad97d,1,credit_card,1,132.06
0c91c4102d1858f4ced29970f55e54a0,1,credit_card,2,56.86
a162da83b66ff8c619d83b87c1de93b9,1,credit_card,5,291.72
f65681ae52bf95372fcd66c697752f3d,1,boleto,1,19.86
c8426a2c3cc5c11e8aa0789c3238d4d9,1,credit_card,1,50.85
fd117d65267f58ad33d914a3cc317543,1,credit_card,10,115.66
ca786c07fdbcd2a6beb42eab64c23a3e,2,voucher,1,5.37
ed8a6e0832d4fbbd240110423cd1b707,1,boleto,1,66.64
dc078338903735916fab84f036188dcc,1,credit_card,1,87.97
943dc313319b98a46f1aa70d59b68715,1,credit_card,10,594.38
af85e6e8c9f67f653b51429df7839001,1,credit_card,4,364.91
d43d694cf81ca89d8e50c6f3c199f0de,2,voucher,1,30.42
09a0d7c2cc6f652acd3537e7a91c7000,1,credit_card,1,81.61
84d1f58195cae334b50f9088b38b3495,1,credit_card,1,58.46
39a70e9e9b729b11dee34ac12478597f,1,credit_card,6,128.9
73287734c7b95e805d54a35d062627f2,1,boleto,1,39.78
3762c0ef92b5bc397671e6d7e6d5672f,1,credit_card,3,73.34
7e28a3542ea8306e42298ea3718222ee,1,credit_card,3,167.74
b2b86f50f1d5ec8763fc9fc6894ac6c4,1,credit_card,1,22.29
fa2de0086db43d394d58f69a111f8f69,1,credit_card,5,99.52
699b7692e65138e6874b4c6f42202974,1,credit_card,1,71.17
ff54c442f3e9f50941a09dcf4e061e6f,1,boleto,1,149.0
229d2824e311bf2592b6b7ce32af04a8,2,credit_card,8,437.26
636f0241ddc83a3b9e37a8088167bd45,2,voucher,1,0.01
0c11df2b80d95b1eabdcdf3790bb3347,1,credit_card,10,204.34
a25b9ed9a3a53f53489c105482625129,1,credit_card,7,385.16
4cf6bc9c5e6ff30151bfb6f92f791b28,1,credit_card,3,76.79
c8c002c98c3b0b4d4136b84f76f635a8,1,credit_card,1,389.9
4fab84dd561f10bb9c98293f34d749fa,1,credit_card,2,76.41
3a73a24fa6a0d8ffd462fb4bb62e66fc,1,credit_card,3,106.51
261e71d2349c713eafa9f3df5972b95d,1,credit_card,10,172.62
4abd25ff34f0b324cadc39a6529b05c8,1,credit_card,5,164.79
b9a6c5f5df52c7226ac85aee7524c27f,1,credit_card,2,117.79
d32fbb7b9c7d393b293c80e66091ee4b,1,credit_card,1,130.26
f23a4132d42810c7f591d372282ae3eb,1,credit_card,1,88.28
0ca1bac7f133e0eced641bff853f52ea,1,boleto,1,61.0
2f6e1ce2926b6a1f5f9ea11d94b58cb0,1,credit_card,2,85.34
def90fc6c7d21d34a14af3d6e4d866b6,1,credit_card,2,189.51
4cddfa3db1f20697139ba4a46c4fd399,1,credit_card,2,47.69
0a15572811e0bc23e2963de1cdf344f0,1,credit_card,1,103.13
c0364ee18a0b18e6da5e7754cf4f4e8a,1,credit_card,2,87.55
0452166f3b0d8e378179ecea1efdfe05,1,credit_card,1,71.81
bb95c9f509ff2da87b6015a0d9046f0f,1,boleto,1,159.1
377627ea55b004e8d55a2af17ba3c0e1,1,credit_card,1,207.26
d95c203ba62b39ad3c3a2df8d5e7c052,1,boleto,1,38.01
3a97b29009aa1ec54a67fd256b762b14,1,credit_card,2,218.35
e6bed0846d5d268bf1ebcf66eab19a42,1,credit_card,10,593.13
a5d3eeeb605f6e2ce95e590543148234,1,credit_card,3,170.33
008a40c2b8b21893e04945ce58854b55,1,credit_card,2,112.0
904d1d3bf21a8c56e931f8ac05d284c6,1,boleto,1,164.12
2fc4ba497db1306b9048aceaf0f7e5a9,1,boleto,1,324.34
848e76f65aa5d3843c356d8a68dfa5b5,1,credit_card,5,126.33
5f4942fc3a59f2e62ae534f981105954,1,credit_card,1,57.48
4cea4082bde3d6f0846e8a5537f3eeb4,1,credit_card,5,56.78
4ce0d39282d4d45834a51b1ca7fbb311,1,credit_card,1,41.83
d5d0829757e3f168a603b3c272d96fff,1,credit_card,3,72.38
2c5871f32e23db4f41bf1c58df2f1bee,1,credit_card,1,73.34
0124e0c5bfae1979838a91e47df53f14,1,credit_card,1,62.38
b1d045cd447d2961b72e0d67c18f5d94,1,credit_card,3,146.44
385408894abaef5ea2b48046ca02f823,1,boleto,1,45.0
21c9855588b3946347dcaa1f159edcd8,1,credit_card,2,21.78
233f0d86db908dbeb6c2ae5675b31e71,1,credit_card,1,60.0
a6f118bcb8721211afbb36e4a1e63610,1,credit_card,5,212.32
b62490833ad4da4f0f696c9358737651,1,boleto,1,90.73
a52e6fa2d7c6ecaf73ff5f7f10438339,1,credit_card,10,233.97
7deb5565bced95f67ceac6f5dc57d4f4,1,debit_card,1,20.55
c4ed5db53397cdd0f24bb4ba48f769f8,1,credit_card,2,23.27
6fd39a1adde54d0a5e6fe5ddc6c8784a,1,credit_card,8,215.27
26c032093452825fab1ef0adcde581ac,1,credit_card,2,128.54
dc15d43ae100ecc5bac78d9e974af643,1,credit_card,5,52.85
db7a9e1d2cbac54cc7ead44f1ae8535c,1,credit_card,3,192.98
65a9d3006386a380f4b594577a01cef0,1,credit_card,8,431.28
360d1b0085f85a626f77b5fe558e8ae8,1,credit_card,1,85.58
33c1911ef3652a03c6cb098b9399b1d3,1,credit_card,3,98.35
a4b276bd4a9eba543ec90cdf29a67308,1,credit_card,3,79.24
5bb8d2fbca419676d395687e28f5263b,1,boleto,1,87.38
99316aecfb3e31190e43714f7643a49b,1,credit_card,1,52.78
95de62498e177002f6ef1949e2e788ea,1,credit_card,1,54.11
f6806cb575dffe2dd24873502bc0b413,1,credit_card,2,160.8
6b751a27edaaa33537b2e893d7fd18ce,1,debit_card,1,45.0
5d1aca6ae03324b5398c241b3b402be7,1,credit_card,2,61.14
b68a52eb0d8bcd5f784a5f95b98a6cf6,1,credit_card,1,132.27
2282f08c7a3e5bc3e7b84bb444d6e1e6,1,credit_card,1,46.22
3d5857f4fdb1061d247dea2544782580,1,credit_card,3,349.57
115cf7c242febcbed832ad6d631db40e,1,boleto,1,55.94
13cde3630a835cffb389eee14cbc0e1a,1,credit_card,2,69.85
0eb43791d78d71f1098d5cb2b46e4c7b,1,credit_card,3,263.1
19aeea45917083f03541b7d11afc8e2b,1,credit_card,8,132.6
573cdc3b8d7f43d865aba5fbbc888802,1,credit_card,3,153.14
9e711ba681b09da30750ac0fe7a0cc3b,1,boleto,1,46.69
6699d7eb202a80ad0dd024134fe5ed60,1,credit_card,1,36.69
4ed3b57567c08a15c71665d759230b6f,1,credit_card,3,73.15
e6d3b5b66f40a99ac01da49f4c543e36,1,credit_card,1,95.43
53b48de8c162b1a00ace27c3c0a9b148,1,credit_card,1,40.17
f00c74caaa25430b1fa361c158e8996a,1,credit_card,3,162.29
7645406942825a748f5db38c177b0a5e,1,credit_card,10,122.4
3b1bf20520476dc7b150dd52f521e525,1,boleto,1,70.04
51879b7474407f56048b6c36cc3e263c,1,credit_card,10,222.87
3eb08a4c95b522bed075ec059ad858ab,1,credit_card,3,224.51
1389d3b1fab26d87e40c382d11a8ac3c,1,credit_card,1,15.26
5b649740381032adc79831802d8d221a,1,boleto,1,251.24
ced669a0f18cc433701f1011449b80fe,1,boleto,1,42.51
8304f049f874798b19276d475a0b1851,1,credit_card,1,27.75
c7af2f59ff42f4410a1739111dbea489,1,credit_card,3,90.28
d8c441318d48082352e8592142db807c,1,credit_card,1,108.52
ea1857c97012fbeb3b4babd5892ebc7a,1,credit_card,7,170.29
44259226d73d340f929777553ecf199b,1,credit_card,5,322.17
38ac62af1b354671501c9bbfc55bf187,1,boleto,1,286.88
0724cc371750e7fdfe769d2a8bdd5b92,1,credit_card,4,184.95
317c2c773295f70b67e5511ccd55f81c,1,credit_card,3,172.52
132ab6f8e1c86c21b064ee8832129bb1,1,boleto,1,193.98
0589d8b975f21fea2ad626ea99527911,1,credit_card,3,227.3
0ea322b0cc5c5a359a4b83e2cae08390,1,credit_card,1,29.95
3a73a24fa6a0d8ffd462fb4bb62e66fc,2,voucher,1,50.0
717b5830932c155c67ba3232934a93c5,1,credit_card,5,159.08
c0cb48c270009fc128318b2f9eda3bec,1,credit_card,1,80.21
1389d3b1fab26d87e40c382d11a8ac3c,2,credit_card,4,41.9
8906cb0ae3ccbd4613940de05579b218,1,credit_card,1,171.4
ba16a6de753feb4dc0a6716cc3ddf951,1,credit_card,1,52.62
f2120851611e040d268c3be41ac51228,1,credit_card,1,47.68
5620e57611d71ee82bf1b40183f57bdf,1,credit_card,2,52.46
2e4d78cc067d04eaaf791ecbfb2bc3ce,1,credit_card,5,98.53
edc9fcd5f5ab3aa69901aa991026ee0c,1,credit_card,4,106.38
a5849d6f70582d4c5217bac6616a45fa,1,boleto,1,74.51
dfa1e5a290276c05629e2d4180ce6aff,1,credit_card,1,71.56
3caf6c286c8cde37ea9c0fb2da0e3169,1,boleto,1,179.76
0510f632b86f01064ebbde67deb63bb5,1,credit_card,6,113.67
636f0241ddc83a3b9e37a8088167bd45,1,credit_card,6,290.65
60218eecf87eaeb58657769f328f2726,1,credit_card,1,136.5
a711032f5b2df3b039238b1a273076b8,1,credit_card,6,171.75
c6c96aae858cf470816e5080de363e47,2,voucher,1,73.89
6f6785dde266434130a2aa8af06a52b7,1,credit_card,2,98.68
f7198d6fd9c02f8d7f7646b213376ddf,1,boleto,1,43.0
c9abb9f3b4b71b87bfbc5645a02cf8cc,1,credit_card,3,185.8
f12ff3c8b8e4945b4d0331a56df6ef85,1,credit_card,4,211.81
29d3f2fc23b7f95b28dbe5e3ef783d93,1,credit_card,4,287.0
2d5a9031ce30f2732d18bb3722b887a4,1,credit_card,4,87.64
042649285cd08ef7c546445419b43407,1,credit_card,1,28.34
b8fba4dc6ff421731ed01f46c701084a,1,boleto,1,27.08
2790c1db6fab421570c3a789c96ffd46,1,boleto,1,81.72
00fc308dd7f0937682698becaa9dcc45,1,voucher,1,104.11
8d23fb4e17833d8bf866d3ae3481a3cd,1,credit_card,2,252.38
d4e413e096efb5d9b209b28ac79c62b7,1,credit_card,1,41.84
c000556923c9e9f96eb1121213f153b0,1,credit_card,9,99.43
c263f74f0ce9f6d9e0f4608a22a67dfd,1,credit_card,1,70.53
