seller_id,seller_zip_code_prefix,seller_city,seller_state
cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,SP
8b321bb669392f5163d04c59e235e066,01212,sao paulo,SP
004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,SP
671585f5a2af58b6e276bc01003c0d2b,80510,curitiba,PR
aba1721a889e04decc910aa13b768ef4,05729,sao paulo,SP
6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,MG
537eb890efff034a88679788b647c564,20270,rio de janeiro,RJ
955fee9216a65b617aa5c0531780ce60,04782,sao paulo,SP
ceaec5548eefc6e23e6607c5435102e7,03821,sao paulo,SP
b6d44737c043328708f6749c2dbe50bd,09230,santo andre,SP
1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP
5bc24d989e71e93c33e50a7782431b0e,37165,campo do meio,MG
97e4a63591ca439a2b8b7efd20e6e19e,20520,rio de janeiro,RJ
c3cfdc648177fdbbbb35635a37472c53,80610,curitiba,PR
2138ccb85b11a4ec1e37afbd1c8eda1f,08250,sao paulo,SP
ad420dd0c4f92f8af951ac24b86d0cf5,38230,fronteira,MG
e8b4225284fbb02d16f200513f1f395d,14960,novo horizonte,SP
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP
e9779976487b77c6d4ac45f75ec7afe9,11701,praia grande,SP
db4350fd57ae30082dec7acbaacc17f9,03126,sao paulo,SP
ba90964cff9b9e0e6f32b23b82465f7b,07140,guarulhos,SP
e7df4cd29ab5abab70fb0783ddb53987,04122,sao paulo,SP
f680f85bee2d253556ac91be391d2c82,06365,carapicuiba,SP
7ea5bfa6c340f58f8e71fc1f0412b0d6,30180,belo horizonte,MG
6560211a19b47992c3666cc44a7e94c0,05849,sao paulo,SP
d97df38225e5abadaff1e72cb72b823c,09560,sao caetano do sul,SP
ad97a199236354e53fcd91a5a913e9a2,88350,brusque,SC
dd2bdf855a9172734fbc3744021ae9b9,31255,belo horizonte,MG
dee656f0f566ed1aa85bd137c943f08f,12701,cruzeiro,SP
d673a59aac7a70d8b01e6902bf090a11,14940,ibitinga,SP
f5f1f2c5f923f36ad79ea1d07185ddc9,19820,taruma,SP
ea8482cd71df3c1969d7b9473ff13abc,04160,sao paulo,SP
5b925e1d006e9476d738aa200751b73b,04567,sao paulo,SP
4e17c65a516f69d023a2ae78b84f28d6,08673,suzano,SP
12b9676b00f60f3b700e83af21824c0e,95780,montenegro,RS
2059c39f76271d4ca3f15b5ffaccc8b8,81930,curitiba,PR
2dee2ce60de9709b1a24083217181a1f,78552,sinop,MT
a888faf2d1baececa6baf9c3d603ee1f,87502,umuarama,PR
609e1a9a6c2539919b8205cf7c4e6ff0,88359,brusque,SC
001cca7ae9ae17fb1caed9dfb1094831,29156,cariacica,ES
2eb70248d66e0e3ef83659f71b244378,13101,campinas,SP
6061155addc1e54b4cfb51c1c2a32ad8,13043,campinas,SP
e882b2a25a10b9c057cc49695f222c19,25963,teresopolis,RJ
dbc22125167c298ef99da25668e1011f,37564,borda da mata,MG
048c2757535328e0d7dac690ad3c0aae,14406,franca,SP
951e8cef368f09bb3f3d03c00ca4702c,14940,ibitinga,SP
d91fb3b7d041e83b64a00a3edfb37e4f,11704,praia grande,SP
7c67e1448b00f6e969d365cea6b010ab,08577,itaquaquecetuba,SP
66dc1b1632bd6a3e508510c5b3492107,17210,jau,SP
4bf2f4ee540798a61f9636d12cd9cc80,19814,assis,SP
1d8dbc4f32378d715c717c1c1fc57bae,86706,arapongas,PR
128639473a139ac0f3e5f5ade55873a5,87050,maringa,PR
d2374cbcbb3ca4ab1086534108cc3ab7,14940,ibitinga,SP
c3867b4666c7d76867627c2f7fb22e21,14580,guara,SP
08633c14ef2db992c11f840f04fad4cd,09416,ribeirao pires,SP
f419677537694f0462a91990df6ca44f,09750,sao bernardo do campo,SP
5b8154610ebb21fb90eb587365e673df,12246,sao jose dos campos,SP
acce39e832338debb07b02385cde5967,32110,contagem,MG
f262cbc1c910c83959f849465454ddd3,03564,sao paulo,SP
65febd49fd28ec955651299159b1f527,03275,sao paulo,SP
6d66611d7c44cc30ce351abc49a68421,04378,sao paulo,SP
3d8fa2f5b647373c8620330c4e077a9f,03031,sao paulo,SP
cc419e0650a3c5ba77189a1882b7556a,09015,santo andre,SP
de722cd6dad950a92b7d4f82673f8833,51250,recife,PE
45ba18c210d42734ec52c0c1c574e9ee,18130,sao roque,SP
6039e27294dc75811c0d8a39069f52c0,06162,osasco,SP
93dc87703c046b603023e75222018b45,30315,belo horizonte,MG
b3f19518fcec265b2e97af287725f981,15170,tanabi,SP
b410bdd36d5db7a65dcd42b7ead933b8,74645,goiania,GO
7ddcbb64b5bc1ef36ca8c151f6ec77df,04403,sao paulo,SP
855668e0971d4dfd7bef1b6a4133b41b,13257,itatiba,SP
77530e9772f57a62c906e1c21538ab82,80310,curitiba,PR
bf84056e679dbe9c69929847a40e338f,02537,sao paulo,SP
1c129092bf23f28a5930387c980c0dfc,02972,sao paulo,SP
b499c00f28f4b7069ff6550af8c1348a,13481,limeira,SP
4c2b230173bb36f9b240f2b8ac11786e,03933,sao paulo,SP
ac6417315ae5da8f9a38ee11de6f7780,07400,aruja,SP
013900e863eace745d3ec7614cab5b1a,80740,curitiba,PR
4e922959ae960d389249c378d1c939f5,12327,jacarei,SP
8581055ce74af1daba164fdbd55a40de,07112,guarulhos,SP
2a7dc43cecabf23403078e2188437d1d,04142,sao paulo,SP
d6ab728cf30867cf3f1a2e216ae2f9b7,03185,sao paulo,SP
d921b68bf747894be13a97ae52b0f386,35570,formiga,MG
16090f2ca825584b5a147ab24aa30c86,12940,atibaia,SP
e06f09ec0a4aca210779cf1cfc63cf19,04773,sao paulo,SP
8a130737016f838139d31878787a39c9,03187,sao paulo,SP
11742f81550ac064cc9a40f67151d9ad,15810,catanduva,SP
0241d4d5d36f10f80c644447315af0bd,80330,curitiba,PR
897060da8b9a21f655304d50fd935913,14092,ribeirao preto,SP
da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP
710e3548e02bc1d2831dfc4f1b5b14d4,86600,rolandia,PR
30a2f535bb48308f991d0b9ad4a8c4bb,13457,santa barbara d'oeste,SP
a36b125ac6d5fdbc7f50de85c9157bdc,14020,ribeirao preto,SP
88460e8ebdecbfecb5f9601833981930,87030,maringa,PR
7d76b645482be4a332374e8223836592,01511,sao paulo,SP
01fd077212124329bac32490e8ef80d9,14079,ribeirao preto / sao paulo,SP
adbc26658d6c7b4b6219f9d934598091,81770,curitiba,PR
00fc707aaaad2d31347cf883cd2dfe10,87025,maringa,PR
58e4b302b54937e55a678c4d15111da4,83402,colombo,PR
d1c281d3ae149232351cd8c8cc885f0d,14940,ibitinga,SP
f80edd2c5aaa505cc4b0a3b219abf4b8,03431,sao paulo,SP
562fc2f2c2863ab7e79a9e4388a58a14,13070,campinas,SP
522620dcb18a6b31cd7bdf73665113a9,85801,cascavel,PR
ff1e15b778c700abdd4d239b81ac466d,81260,curitiba,PR
85d9eb9ddc5d00ca9336a2219c97bb13,31255,belo horizonte,MG
a673821011d0cec28146ea42f5ab767f,03809,sao paulo,SP
e26901d5ab434ce92fd9b5c256820a4e,09350,maua,SP
54a1852d1b8f10312c55e906355666ee,13456,santa barbara d'oeste,SP
c826c40d7b19f62a09e2d7c5e7295ee2,07133,guarulhos,SP
eba88037e1dca898cd02881f67ced679,03647,sao paulo,SP
f7ccf836d21b2fb1de37564105216cc1,14940,ibitinga,SP
7e3f87d16fb353f408d467e74fbd8014,04809,sao paulo,SP
4830e40640734fc1c52cd21127c341d4,03573,sao paulo,SP
5f7300535881cef3b625fd683cf7d145,92020,canoas,RS
cca3071e3e9bb7d12640c9fbe2301306,14940,ibitinga,SP
d50d79cb34e38265a8649c383dcffd48,08290,sao paulo,SP
efcd8d2104f1a05d028af7bad20d974b,16012,aracatuba,SP
530ec6109d11eaaf87999465c6afee01,85807,cascavel,PR
6d22a1fcebb6dd08c9cd90b92a93e8d0,89215,joinville,SC
7b0df942f46435babab05d49b744b2c4,12924,braganca paulista,SP
98dac6635aee4995d501a3972e047414,02030,sao paulo,SP
e5475dcab1e07b63d7f6e902d8f5eda8,09921,diadema,SP
7a67c85e85bb2ce8582c35f2203ad736,03426,sao paulo,SP
be8e909810184b9b19e886129149d8e5,13418,piracicaba,SP
8160255418d5aaa7dbdc9f4c64ebda44,14940,ibitinga,SP
e21a1e8be4715b0fcfd5385643bc49c4,88715,jaguaruna,SC
a7f13822ceb966b076af67121f87b063,08577,itaquaquecetuba,SP
de23c3b98a88888289c6f5cc1209054a,05530,sao paulo,SP
3d871de0142ce09b7081e2b9d1733cb1,13232,campo limpo paulista,SP
86ccac0b835037332a596a33b6949ee1,89041,blumenau,SC
670c26e0f1bf8d0576271d5cfaec6d2b,87025,maringa,PR
8c16d1f32a54d92897cc437244442e1b,89023,blumenau,SC
f5a590cf36251cf1162ea35bef76fe84,09720,sao bernardo do campo,SP
1da3aeb70d7989d1e6d9b0e887f97c23,04265,sao paulo,SP
53e4c6e0f4312d4d2107a8c9cddf45cd,13920,pedreira,SP
5cf13accae3222c70a9cac40818ae839,38700,patos de minas,MG
4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP
634964b17796e64304cadf1ad3050fb7,21840,rio de janeiro,RJ
813348c996469b40f2e028d5429d3495,13206,jundiai,SP
3b15288545f8928d3e65a8f949a28291,14940,ibitinga,SP
8b28d096634035667e8263d57ba3368c,12243,sao jose dos campos,SP
4371b634e0efc0e22b09b52907d9d469,02028,sao paulo,SP
8f2ce03f928b567e3d56181ae20ae952,05141,pirituba,SP
a44fb5a447105f8469bdf16bf9159f25,91920,porto alegre,RS
4869f7a5dfa277a7dca6462dcf3b52b2,14840,guariba,SP
c12b92bf1c350f3e6bf88d3596219c86,17400,garca,SP
4d6d651bd7684af3fffabd5f08d12e5a,17209,jau,SP
974cf2cb8f4b7add98709c30df02fe10,14802,araraquara,SP
3c487ae8f8d7542beff5788e2e0aea83,72460,gama,DF
c9c7905cffc4ef9ff9f113554423e671,06871,itapecerica da serra,SP
75d34ebb1bd0bd7dde40dd507b8169c3,41820,salvador,BA
e5e33c0d8e7e002f398f5dc4cbbb338f,17032,bauru,SP
403aa86912527d730337ffcb0fb096ab,30220,belo horizonte,MG
a5cba26a62b8b4d0145b68b841e62e7f,87303,campo mourao,PR
891071be6ba827b591264c90c2ae8a63,03872,sao paulo,SP
92eb0f42c21942b6552362b9b114707d,03504,sao paulo,SP
2709af9587499e95e803a6498a5a56e9,03813,sao paulo,SP
431af27f296bc6519d890aa5a05fdb11,14110,ribeirao preto,SP
0be8ff43f22e456b4e0371b2245e4d01,04461,sao paulo,SP
1835b56ce799e6a4dc4eddc053f04066,14940,ibitinga,SP
13d058e4eeac2ce8217660b2f8a05812,06080,osasco,SP
e48b04bf1aa1ef711caebeb7aede6180,80240,curitiba,PR
1b7e5006cb25dd23ce8686691013b121,02350,sao paulo,SP
f8db351d8c4c4c22c6835c19a46f01b0,13324,salto,SP
1838dd9b8977065acf51d95e0053ea7a,30882,belo horizonte,MG
3a490ba60afa30ece0e7d50cfe74a4f0,31365,belo horizonte,MG
2199e7fe213c16213bf5d6a7eadc9a5d,11900,registro,SP
2addf05f476d0637864454e93ba673d5,70856,brasilia,DF
70a12e78e608ac31179aea7f8422044b,12327,jacarei,SP
ff063b022a9a0aab91bad2c9088760b7,09171,santo andre,SP
d94a40fd42351c259927028d163af842,37443,baependi,MG
0885aaf116795758dfeb5f1032487bcd,08541,ferraz de vasconcelos,SP
e4fc40017a6d22c46a14ac2e17f87c3e,86702,arapongas,PR
2bf6a2c1e71bbd29a4ad64e6d3c3629f,28615,nova friburgo,RJ
7c4618c82226628831613e95e9c22f44,18136,sao roque,SP
46dc3b2cc0980fb8ec44634e21d2718e,22240,rio de janeiro,RJ
20b54c376b794ed028df09a3cd88e8dc,09560,sao caetano do sul,SP
66922902710d126a0e7d26b0e3805106,31842,belo horizonte,MG
880eda903e719a5f179f7e9fceb3a69d,14610,ipua,SP
17e34d8224d27a541263c4c64b11a56b,14085,riberao preto,SP
9d5a9018aee56acb367ba9c3f05d1d6a,74930,aparecida de goiania,GO
66e0557ecc2b4dbea057e93f215f68d8,04771,sao paulo,SP
228e4c1a0be164f613d41c24345f9d2c,86360,bandeirantes,PR
c70c1b0d8ca86052f45a432a38b73958,13186,hortolandia,SP
